key,0,1,2
99,"骑上星芒熊。
为了星芒节而学习技艺的熊。","星芒节执行委员贝恩费尔德饲养的熊，名叫<Switch(PlayerParameter(71))><Case(1)>帝星</Case><Case(2)><If(PlayerParameter(4))>帝星<Else/>北极星</If></Case><Case(3)>太子</Case><Case(4)>帝星</Case><Case(5)>北极星</Case><Case(6)><If(PlayerParameter(4))>帝星<Else/>北极星</If></Case><Case(7)>北极星</Case><Case(8)>帝星</Case></Switch>。为了哄孩子们开心而学会了投掷礼花筒的技艺，还用这招教训了偷窃星芒节装饰物的树精。","和熊们一起努力让失落
的孩子们露出笑脸来吧！！
　　　　　——阿姆·加兰基"
100,"骑上黑天马。
十分罕见的黑色天马，也称“黑死马”。","十分罕见的黑色天马，据说是在曾属于魔大陆一部分的传承之地发现的。如果是庸人骑在它的背上将会必死无疑，因此也称它是黑死马。","嘶——哼哧哼哧……
这是受到黑马同心认
可的证明！
　　　　——黑马与力"
101,"乘上“阿里达乌斯”。
亚历山大制的攻击性终端。解除武装后可以用来搭乘了。","使用亚历山大机神城内部的设备自动生成的攻击性终端。据说是用于时间干涉攻击而制造出来的。在激烈的战斗过后，对其进行了改造，解除了武装，现在可以作为骑乘工具来使用。","虽然我还是个新人，但
一定会保证您的安全！
　——加隆德炼铁厂员工"
102,"骑上雷刚。
只有经过无数战场洗礼的真正强者才配拥有的魔导马。","只有经过无数战场洗礼的真正强者才配拥有的魔导马。雷刚比其他魔导马都要强壮，其装甲闪耀着黑色的光芒，似乎象征着背负的罪业……","有光的地方，
就有影子的存在。"
103,"乘上尼禄专用魔导装甲。
为尼禄·托尔·斯卡艾瓦特别定制的专用魔导装甲。","加雷马帝国军第十四军团幕僚长尼禄·托尔·斯卡艾瓦的专用魔导装甲。经由优秀的机械师尼禄本人之手，强化了青磷引擎的功率和足部行走系统。通称“血红男爵”。","我是尼禄·托尔·斯卡
艾瓦！将你的力量和能
力为我所用吧！
　　　　　　　——尼禄"
104,"骑上厉鬼猎鹰。
得到鬼神祝福的巨隼。据说是告知鬼神裁决的使者。","受到鬼神祖尔宛祝福，全身缠绕着惊人杀气的巨隼。根据南方大陆人马族的传说，当与邪恶敌人开战前，鬼神会派遣它来宣告正义的裁决。","我以前曾是福尔唐家的
骑士，虽说干活的时候
老被盯着。
　　　——强壮的冒险者"
105,"骑上凤凰。
通过东方传来的魔笛召唤出的幻兽。","在东洲传说有这样一种神鸟——每当它寿命将至，就会用如同太阳一般耀眼的金色火焰烧尽自己，然后从灰中复活。虽然人类可以通过仙人制作的魔笛向凤凰发出呼唤，但是万鸟之主仅会回应它认可的英雄。","高贵的百鸟之王为了能
结识一位友人，一直翱
翔于七重天上。
　　　　——异国的诗人"
106,"骑上彩蛋系统。
用不可思议的力量浮在空中的彩蛋。","用不可思议的力量浮在空中的彩蛋。是诺诺塔他们为了实现吉莉·阿里亚珀的梦境而用圣寇伊纳克财团发掘的古代文明遗物改造的。","采旦、采旦、大采旦！
　　　　　   ——里吉"
107,"","",""
108,"骑上孤傲地狱犬。
生活在虚无界的残暴魔兽，性格极为孤高！","生活在虚无界的残暴魔兽。从不追随任何妖异，以一己之力在那危险的世界存活，目光十分锐利。想必只有浑身充满灼热斗气的身经百战的强者才能够得到它的允许，骑在它的身上。","凭我的直觉，你是个历
经百战的勇士！
　　　　——吉尔伽美什"
109,"骑上首领地狱犬。
生活在虚无界的残暴魔兽，族群之首！","生活在虚无界的残暴魔兽。率领众多魔兽在危险的世界连战连胜，散发出令人战栗的威慑感。想必只有浑身充满冰冷杀气的身经百战的强者才能够得到它的允许，骑在它的身上。","莫古感觉到身侧传来了
一阵凛冽的杀气库啵！
　　　　　　——莫古唐"
110,"乘上贤者座椅。
浮在空中的座椅，坐上去软软的很舒服。","浮在空中的不可思议的座椅。是从龙堡参天高地的萨雷安遗迹中发现的。似乎是为了在迦巴勒幻想图书馆中拿到高处的书籍而制造出来的魔法道具。","放心放心，快去那边的
位置坐下吧！
　　　　　   ——巴德龙"
111,"骑上希尔德拉。
相传生活在大洋里的梦幻海龙。真是个温柔的孩子啊……","相传生活在大洋里的梦幻海龙。它的模样与传说中为自己的女海盗朋友拖拽海盗船的海龙一模一样。虽然不能像龙族那样说话，但据说只要被它视为了朋友，就能与它心意相通。","希尔德拉！
原来你还活着！！
　　　　——法利斯 "
112,"乘上飞隼号。
小型单座飞空艇。目标是速度世界第一！","加隆德炼铁厂生产的小型试制飞空艇，由该厂干劲十足的机械师魏吉开发，目标是成为世界上最快的单座式飞空艇，但却在挑战极限的飞行测试中不幸坠落。现在已经装上了限制器。","飞隼号出发！
　　　——艾吉"
113,"骑上孤傲妖精犬。
生活在虚无界的残暴魔兽，性格极为孤高！","生活在虚无界的狰狞魔兽。闪着银光的皮毛被猎物的血染成了妖艳的色调。虽然一直独自行走在危险的世界中，但据说浑身充满灼热斗气的身经百战的强者却能够得到它的允许，骑在它的身上。","来吧，让我看看你高昂
的斗志！
　　　　　——贝尔克雅"
114,"骑上首领妖精犬。
生活在虚无界的残暴魔兽，族群之首！","生活在虚无界的狰狞魔兽。闪着银光的皮毛被深沉的黑暗染成了诡异的色调。虽然一直以首领的身份行走在危险的世界中，但据说浑身充满冰冷杀气的身经百战的强者却能够得到它的允许，骑在它的身上。","……这气场，一看你就
是个身经百战的英雄。
　　　　——异国的诗人"
115,"骑上极乐神威。
被美神祝福的巨狼。以美丽的身姿翱翔天际。","受到美神吉祥天女的祝福，散发着高贵光芒的巨狼。它的出现有可能是因为阿难陀族把巨狼当成供品献给蛮神的缘故。","阿难陀族是由美神吉祥
天女大人创造出来的。
　　　　　　　——尼夏"
116,"骑上狂欢神威。
被豪神祝福的巨狼。以勇猛的身姿翱翔天际。","受到豪神须佐之男的祝福，散发着豪放之气的巨狼。它的出现有可能是因为甲人族把巨狼当成供品献给蛮神的缘故。","我乃须佐之男！
来来来，祭典开始了！
　　　　　——须佐之男"
117,"","",""
118,"","",""
119,"","",""
120,"","",""
121,"乘上魔导猎手。
安装了机械臂的下一代主力魔导装甲。","被人丢弃在阿拉米格城郭内的魔导猎手。虽然是以魔导死神为原型制作出来的强化近战能力与生产力的类型，但这台机体看上去却像是省略了武装，将剩余输出全部分给飞行功能的试制样品。","所谓的魔导装甲，
是以青磷机关为动力源
的机动兵器的总称。
　　　　　　——西德"
122,"骑上斗狮。
专门为了战斗而训练的军用狮子，全身包裹着专用的兽甲。","专门为了战斗而训练的军用狮子。乌尔达哈的近卫兵团“银胄团”为了复兴过去的传统而将其选为了坐骑。在从近东萨维奈邀请到的驯兽师的调教下，已经养成了完美的举止。","想要取回银胄团以往的
光辉，还需要很长时间。
　　　　　　　——杰林斯"
123,"骑上斗熊。
专门为了战斗而训练的军用大熊，全身包裹着专用的兽甲。","专门为了战斗而训练的军用大熊。虽然被称为北阿巴拉提亚山脉之主，但据说面对驯服了原初之力的真正战士时，只需要四目相交就能让它臣服。想必是它那野生的直觉在瞬间便感受到了能力高低的缘故吧。","……栖息在阿巴拉提亚
山脉的巨大熊？这里的
猎人几乎都知道它哦。
　　　　　——勒马克隆"
124,"骑上斗豹。
专门为了战斗而训练的军用黑豹，全身包裹着专用的兽甲。","专门为了战斗而训练的军用黑豹。通过本能操纵魔力的黑豹对暗黑骑士而言堪比自然界之师。据说在历代的暗黑骑士中，还有人与黑兽为友，仿若黑影一般，四处奔走行使正义。","这气息……你也拥有暗
黑之力么……
　　　　　——希德勒格"
125,"骑上胡鹰。
栖息在太阳神草原的怪鸟。是暮晖战士的证明。","栖息在太阳神草原山区的怪鸟。将巴儿达木霸道视为自己的地盘，将进入者视为自己的猎物。虽然是非常狰狞的猛禽，但只要是它承认的实力者，它就会把对方当成狩猎的朋友，并允许对方骑在自己背上。","你的实力，我已经见识
到了。
　　　　　——璐恩·夏"
126,"骑上老者。
欧米茄创造的类生物体。","欧米茄创造的类生物体，其名与某古典小说中的老魔法师一致。小说中该魔法师能够变身为龙的姿态，因此欧米茄也将老者创造为了龙的造型。","敌人名为德尔塔I老者！
将其击退！
　　　——西德·加隆德"
127,"骑上兵团虎。
继承了恶名精英血统的猛虎。","在百家兵团训练的猛虎。曾经有一名怪物猎人在讨伐恶名精英的食人虎时发现了其幼崽，出于同情便将它保护起来，交给了兵团的团员养育。经历过魔法训练，可以在空中飞行。","我们是“百家兵团”，
是以伊修加德为据点进
行活动的佣兵团。
　　　　　——艾蒂耶纳"
128,"","",""
129,"","",""
130,"骑上伊克西翁。
基拉巴尼亚地区传说中的古代幻兽。","基拉巴尼亚地区传说中的古代幻兽。在星导教的教义中，它是破坏神拉尔戈的爱马，但来自玛哈的魔法书却将其记载为由魔具强化过的生物。唯一可以确定的就是它具备操纵雷电的能力。","破坏神拉尔戈是指被帝
国占据的城邦——“阿
拉米格”的守护神。
　　　　　——希希巴鲁"
131,"","",""
132,"","",""
133,"骑上梦幻神威。
被神龙祝福的巨狼。以神圣的身姿翱翔天际。","受到神龙的祝福，散发着神圣光芒的巨狼。它的出现有可能是由于阿拉米格军犬被神龙之光照射到了。","这片天空对神龙来说太
狭窄了……让我们去更
高的地方一决死战！
　　　　　　　——神龙"
134,"","",""
135,"踩上风火轮。
传说中的英雄所使用的宝物。并不烫脚。","传说中的英雄所使用的宝物。因二轮均能够喷风生火，故名风火轮，移动速度极快，踏在脚下可以日行千星里。虽然飞行时看起来火苗很大，但是并不会烧到人或物。","……已经处理好了吗？
果然冒险者的办事速度
最快了。
　　　——法尔克布瑞达"
136,"骑上斑鳐。
生活在红玉海的海洋生物，是由甲人族的饲鳐员训练出来的。","由甲人族的饲鳐员训练出来的斑鳐。整个扁平的身体发挥了以太翼的功能，借助水属性与风属性以太，既可以在水中游泳，也可以在空中飞行。由于被优哉游哉的碧甲族饲养长大，性格十分敦厚。","斑鳐的肚子被撑得鼓鼓
的呢——！看来应该能
吐出来不少好宝物——！
　　　　　　　——头巾"
137,"","",""
138,"骑上海蓝宝石兽。
解开海蓝石奥秘的魔纹所孕育出的用于骑乘的魔法生物。","自称天才秘术师的乌兰创造出的用于骑乘的魔法生物，运用了培育大型宝石兽“钻石”所积累的知识。由于宝石兽的核心使用了大颗的海蓝石，所以即使不是秘术师也可以将其召唤出来。","我觉得可以运用这里学
到的知识，孕育出新的
宝石兽呢。
　　　　　——阿尔菲诺"
139,"骑上黄水晶宝石兽。
解开黄水晶奥秘的魔纹所孕育出的用于骑乘的魔法生物。","自称天才秘术师的乌兰创造出的用于骑乘的魔法生物，运用了培育大型宝石兽“钻石”所积累的知识。由于宝石兽的核心使用了大颗的黄水晶，所以即使不是秘术师也可以将其召唤出来。","我叫乌兰，是一名热爱
宝石兽的研究员。
　　　　　　　——乌兰"
140,"坐上飞行座椅。
施了魔法的飞天座椅。飞行高度更高，但质量并没有变。","施了魔法的飞天座椅。飞行高度更高，但质量并没有变。工匠们时刻发明实用的设计与配方，要将手工制作的成品送给全世界的冒险者。多给的内六角扳手让人觉得十分周到。","我好想快点坐上去啊！
　　　　　　　——阳山"
141,"搭乘魔导复仇者骑乘型。
哥布林族改良的帝国制无人魔导兵器。","哥布林族改良的帝国制无人魔导兵器。原本是无人机，后来被哥布林族得到。哥布林族为了将其用于骑乘而对其进行了改造，就变成了现在的样子。只是不太明白这究竟算是高科技还是低科技。","让你尝尝 青蓝之手 
科技的力量！
　　　　——青蓝大手"
142,"骑上叶大妖。
茁壮成长后的叶小妖。可以载人，连鲁加族都不在话下。","茁壮成长后的叶小妖。一直在寻找理想中的住所，最终来到了金碟游乐场。在穿越撒沟厉沙漠的时候差一点干枯而死，没想到吸水后反弹，得到了让人目瞪口呆的巨大身体。","站在撒沟厉沙漠南边远
眺金碟游乐场，在霉运
过去之前尽量忍耐。
　　　——美艳的占卜师"
143,"骑上赤兔马。
毛色赤红的骏马。其在大地上驰骋的身影令人过目难忘。","赤兔马是统一延夏的名将岩燕的爱马。传说岩燕通过自创的风水术令赤兔也学会了飞上天空的技巧。据说这匹马继承了当年那匹赤兔的血统，不过无人能够分辨是真是假。","“赤红疾风”一直都是
为了保护弱小而战斗的
是吧？！
　　——穿着讲究的姐姐"
144,"骑上白帝神威。
被白虎灌输了神通力的巨狼。身缠旋风翱翔天际。","被四圣兽之白虎灌输了神通力的巨狼，周身刮着永不停息的天风。据说是白虎镇压了为祸人间的巨狼后诞生的。","真是忠实的傀儡啊。
　——西·如恩·提亚"
145,"乘上拘束型魔导死亡爪。
帝国制无人魔导兵器，被改造用于抓捕犯人。","帝国将亚拉戈的古代兵器钢铁之爪改进后设计出的魔导兵器。配备给特务宪兵队的这台拘束型经过特别调整，可以拘束犯人将其带走。","你也理解机械
的可爱之处。
　　　——米黛"
146,"骑上魔象。
被阿难陀族使役的大型兽。背上还披着魔法绒毯。","被阿难陀族使役的大型兽。身披魔力纤维织成的魔法绒毯，能够借助魔力浮游。当然魔象是不会飞的，更不会靠扇动耳朵来飞。","对于我们阿难陀族来说，
魔象可以称得上是伙伴了。
　　　　　　　　——达刹娜"
147,"","",""
148,"骑上真狮鹫。
原产于阿巴拉提亚山脉的有翼魔兽。","原产于阿巴拉提亚山脉的有翼魔兽。由阿拉米格解放军的驯兽人基弗用心养育。可以听从骑手的命令扇起突风。另外，这只真狮鹫这么白似乎是品种原因。","村子的北边有着谁都
敌不过的强大魔物。
　　　　　　——帕平"
149,"","",""
150,"骑上暴龙。
外号“暴君”的古代肉食兽。","被人叫做“暴君”的古代肉食兽，由于长时间沐浴在瓦尔岛的风属性以太中，拥有不可思议的浮游能力。虽然性格凶暴无比，但会服从认定了实力的冒险者。","那家伙可是被称
作为最强眷属啊。
　　　——菲斯凯特"
151,"搭乘雷迦利亚G型。
加隆德炼铁厂制造的仿制车辆。","西德受到诺克提斯的委托，修理了其爱车雷迦利亚，在解析了修理过程中获得的数据后，制造出了这辆仿造品。由于引擎用青磷引擎进行了替换，并进行了一些改造，于是名字也一同改造成了加隆德炼铁厂风格。","又得推车，也太惨了吧……
　　　　　　　——诺克提斯"
152,"乘上飞天半心椅（右）。
为了庆祝恋人节而特制的飞天椅。","为了庆祝恋人节而特制的飞天椅。是以前恋人节剩下的半心椅改良而成。听说为了让椅子浮起来，瓦伦提昂家动员家里所有人栽培白云花。","用爱的力量，让世
界变得幸福吧！
　　　　——莉赛特"
153,"乘上飞天半心椅（左）。
为了庆祝恋人节而特制的飞天椅。","为了庆祝恋人节而特制的飞天椅。是以前恋人节剩下的半心椅改良而成。听说是莉赛特为了实现飞在天上的蜜月而费尽心力开发的。","祝愿大家以此为契机
踏出自己心中爱与羁
绊的第一步哦！
　　　　　——莉赛特"
154,"骑上提丰老师。
在曼德维尔金碟游乐场工作的神秘生物。","在咒术师举行的妖异召唤实验中被意外召唤出来的谜一样的生物。经历了各种曲折后，现在正在曼德维尔金碟游乐场繁忙地工作着。虽然不善言谈，但让人意外的是它会很认真地完成自己的工作。","啊，提丰老师！！
　——奥尔特罗斯"
155,"","",""
156,"乘上空军装甲。
西格玛幻境制造出的谜之飞行器。","西格玛幻境制造出的谜之飞行器。似乎是某个国家开发的，不过详细无从得知。由于机头被画上了鲨鱼张着嘴的涂鸦，看上去还有点可爱。","居然把神圣的飞空艇
当做杀人的兵器！
可恶的鸟人族！！
　　　　——塔塔拉姆"
157,"","",""
158,"骑上幽夜神威。
被夜神祝福的巨狼。以散发月光的身姿翱翔天际。","受到夜神的祝福，散发着月光之力的巨狼。它的出现有可能是由于以帝国军设施为领地的野生狼受到了夜神以太的影响。","尽情哭喊吧！
　　　——月读"
159,"骑上渡渡鸟。
被认为已在东方地域灭绝的幻之陆鸟。不知为何可以飞。","被认为已在东方地域灭绝的幻之陆鸟。为了适应天之御柱上层的封闭环境而获得了超越种族界限的飞行能力。以和冒险者的相遇为契机，下定决心要去外界展翅翱翔。","这群渡渡鸟，
虽然跑得慢，
但是很强壮！
　　　——贾可"
160,"骑上须鲸。
栖息于琉璃洋的大型生物。","栖息于琉璃洋的大型生物。会成群结伴移动很远的距离前往外洋觅食。和斑鳐同样，须鲸也会将身体作为以太翼一样进行飞翔。因为身体巨大，所以可以轻松承载好几个人。","看来是赶上了！
　——瓦瓦拉哥"
161,"骑上火龙。
被誉为空之王者的飞龙种。","被誉为空之王者的飞龙种，可以喷吐出炽热的吐息。据说在遥远的异国他乡，有很多猎人为了得到它身上的鳞片等素材而孜孜不倦地狩猎着。","来场狩猎吧！
　——怪物猎人"
162,"乘坐魔导运输器。
在魔导院完成开发的次世代运输平台。","在加雷马帝国魔导院完成开发的次世代运输平台。运用了飞空艇技术，乘坐感极为舒适。令人忍不住会“哈哈哈……”地笑出来。另外本机为纯粹的运输用机体，因此不具备任何战斗能力。","哈哈哈……实验成功！
——奥卢斯·玛尔·亚希纳"
163,"乘坐原型运输器。
在魔导院完成开发的次世代运输平台。","在加雷马帝国魔导院完成开发的次世代运输平台。本机为试做机，跟之后量产的型号相比运用了更高品质的钢材。但是基本性能没有很大差别。","使用后下不来不用担心，
一开始就是这么设计的。
原本就没想到让人来用……
　　　　　　　　　——尼禄"
164,"乘坐巨鲶鱼神轿。
祭祀鲶鱼精的祖先巨鲶鱼大人的浮空前进式神轿。","在大鲶大祭中使用的浮空前进式神轿。神轿顶端装饰着金光闪闪的鲶鱼精祖先——巨鲶鱼大人的雕像，完美重现了鱼信在梦境中遇见的巨鲶鱼大人的身姿。神轿还附有对冒险者忠心耿耿的8位鲶鱼精轿夫跟随。","嘿哟！嘿哟！
这个华丽的东西
叫什么啊噗？
　——鲶鱼精观众"
165,"","",""
166,"骑上绝地。
快到离开地面的骏马。","在天之御柱中发现的健壮的军马。被古代的君王所钟爱，称其为“快到离开地面的骏马”并得名绝地。事实上，绝地可以在风水术的帮助下在空中飞翔。","没、没想到骑马
是这么难的事情噗……
　——喜欢马的鲶鱼精"
167,"","",""
168,"骑上护送系统。
古代亚拉戈帝国设计的球形运输系统。","圣寇伊纳克财团所挖掘出来的古代亚拉戈帝国球形运输系统。在更新操作系统之后，安全面得到了强化。与以往的型号相比，美中不足的是操作界面发生了改变。","就像这样卡住了。
　　——阿尔达希尔"
169,"","",""
170,"骑上格拉尼。
通过来自异界的魔笛召唤出来的传说中的幻兽。","通过来自第一世界的魔笛召唤出来的传说中的幻兽。拥有飞驰于大地的脚力和飞翔于天际的魔力。以性格高傲为人所知，只允许驱逐光明带来黑暗的暗之战士骑乘。","你们真的相信合并能为
第一世界带来救赎吗？
　　　　　——于里昂热"
171,"骑上猫大胖。
长得肥肥的大猫。感觉已经变成像是猫妖一样的生物。","长得肥肥的大猫。它摇晃着那巨大的身体撼动着大地与天空，纵横无尽地四处飞奔。感觉已经变成像是猫妖一样的生物，不过身上的脂肪和皮毛给骑乘的人带来非常舒服的体验，所以细节的事情就不要在意了。","玛夏喵不回来，我很
寂寞，就养起了猫。
它最喜欢吃鱼干了。
　　　　——梅露可可"
172,"骑上朱焰神威。
被朱雀灌输了神通力的巨狼。身披烈焰翱翔天际。","被四圣兽之朱雀灌输了神通力的巨狼，周身燃烧着朱红色的烈焰。它曾经为了救助人类而奋战至死，朱雀将其苏生后化为了现在的样子。","如果我真的是凤凰……
那我就能用传说中的苏生
之力，拯救我爱的人了！
　　　　　　　　——朱雀"
173,"骑上欧米茄。
外形与欧米茄十分相似的自律飞行机器。可以用于骑乘。","在时空狭缝中回收到的外形与欧米茄十分相似的自律飞行机器。据猜测应该是在模仿人类时，为了检验坐骑到底是否有用，而被制造出来的机体。因为只限骑乘用，所以不具备任何武装。","……哼，那是欧米茄
创造出来的产物。
　　　　——尘世幻龙"
174,"骑上魔导浮空装甲。
加雷马帝国军的单座式浮空装甲。","加雷马帝国军开发的单座式浮空装甲。艾欧泽亚同盟军虏获了因为引擎故障而坠落的魔导浮空装甲。经过加隆德炼铁厂的协助完成了修理。曾用于测试评价战斗能力。","我们会和加隆德炼铁厂
联手，继续慎重地调查
下去。
　　　　——鲁兹奇厄兹"
175,"骑上魔法飞毯。
施了魔法的飞天绒毯。","施了魔法的飞天绒毯。根据近东地区的传说，曾经统治科尔沃地区的王，曾命令被自己降服的妖灵制造了同样的飞天绒毯。本品是以近代魔法技术重现这一传说之物的成果。","那个“像是旅行商人的男子”，
说他只来店里买过一次毯子，就
再也不光顾了。
　　　　　　　　——布里亚迪安"
176,"搭乘魔导机车大魔。
使用了人造肌肉的新型魔导兵器。","哥布林族的技师将从基拉巴尼亚回收的帝国制魔导兵器的残骸进行修理改良后制造出的车辆。原本是自动驾驶的机器，但由于无法重现出自动驾驶功能，于是改造成了人工驾驶型。","现在撤退也来不及躲避了！
全员集中火力攻击！在它自
爆前破坏掉它！！
　　　　　　　　　——劳班"
177,"骑上黑色胖陆行鸟。
贪吃的黑陆行鸟的老大。说吃就吃，说到做到。","贪吃的黑陆行鸟的老大。最喜欢油炸食品，在不断地胡吃海塞下身体变得如此巨大。还有小道消息说其真身并不是陆行鸟而是某一类妖灵生物……","不过，我写下的那些情报中，
有些地方是难以靠人力到达的。
需要乘坐黑陆行鸟之类的坐骑。
　　　　——凯斯特·艾恩哈特"
178,"骑上火巨人。
全身被火焰般的皮毛覆盖的巨兽。","全身被火焰般的皮毛覆盖的巨兽。原本只是随处可见的雪人，但在涌火地带强烈的火属性之力的影响下获得了火焰的魔力。一般都是十分凶暴的个体，但若是能使其屈服的话就能够驾驭对方。","冒险者，拜托你了！
请、请你打倒那些雪
人吧！
　　　　——僵尸绅士"
179,"搭乘改良型魔导机车大魔。
使用了人造肌肉的新型魔导兵器。","哥布林族的技师将从基拉巴尼亚回收的帝国制魔导兵器的残骸进行修理改良后制造出的车辆。外壳改为了更加坚固的高强度陶瓷合金，增加的重量由加大了人造肌肉的输出来平衡，由此维持最高速度。","哥布林装甲是帝国制
魔导兵器的改造机！
　　　——霍尔皮克斯"
180,"骑上帝王仙人刺。
仿照曼德维尔金碟游乐场制作的飞行仙人刺雕像。","仿照曼德维尔金碟游乐场制作的飞行仙人刺雕像。正如其帝王之名，飞向空中的姿态威风凛凛。至于为何金碟游乐场的外形是仙人刺形状的这一点没有人知道。","……仙、仙人刺先生？
您到底在说些什么？！
　　　　　　——奥利尔"
181,"骑上九尾神威。
通过东方传来的魔笛召唤出的幻兽。","东方地域传说中的幻兽。收服了数匹神威的英雄吹响魔笛之时便会现身，引导其通往天上的世界。身姿与同为九尾狐狸的玉藻御前十分相似，这究竟是不是偶然呢？","啊啊，玉藻御前大人……
真想在这条命消逝之前，
再见您一面……
　　　　　　　　——管狐"
182,"骑上青君神威。
被青龙灌输了神通力的巨狼。身披云水翱翔天际。","被四圣兽之青龙灌输了神通力的巨狼，周身缠绕着青色的云水。它大概是被人类所抛弃了，青龙将其苏生后化为了现在的样子。","我将其命名为青龙壁，
正如东方的守护者青龙
一般。
　　　　　　　——飞燕"
183,"骑上战虎。
经过训练适应了战斗的军剑虎，有着军刀般的长牙。","经过训练适应了战斗的军剑虎。最值得注目的就是它那犹如军刀般的长牙，军剑虎之名也因此由来。训练军剑虎是一件非常困难的工作，需要从幼崽时期开始进行培养训练，最终才能成为骑乘兽。","噗噗噗！有老虎！
　　　——鲶鱼精"
184,"骑上优雷卡盐蓝燕。
学名海燕的水生物。在空中优雅地飞舞。","从博物学上看应当是海参的近亲，但有着如同翅膀一般伸展开来的蓝色的鱼鳍，身姿十分优美，因此经常被比喻为燕子，有时也会被称为青蓝天使。但事实上是会连有毒生物也一起吞下的凶猛食肉捕食者。","小燕子愿不愿意
嫁给我呀？
　　　　——神威"
185,"搭乘魔导复仇者寒冷地区特制型。
哥布林族改良过的帝国制无人魔导兵器。","哥布林族改良过的帝国制无人魔导兵器。为了能在寒冷地区使用，增加了生命维持装置。外界气温下降到一定程度时，拘束驾驶员的操纵臂会自动开始加热，以此来保温。其“雪人”的外号来源于白色的涂装。","但后来统帅奎克辛克斯抢
走了我的设计，将机车改造成了兵器哥布林坦克。
　　　　——斯提克奇克斯"
186,"骑上半灵奥兹玛。
巴尔德西昂委员会的研究员制造的奥兹玛原型的仿制品。","巴尔德西昂委员会的研究员在研究针对奥兹玛原型的策略的过程中制造出的仿制品。根据他们的见解，玛哈的黑魔法师创造出的奥兹玛是将奥兹玛原型用魔法再现出的兵器。","巴尔德西昂委员会总部
竟然消失了……这到底
发生了什么？
　　　　　——敏菲利亚"
187,"骑上阿马罗。
在诺弗兰特全域获得广泛运用的飞行兽。","在诺弗兰特全域获得广泛运用的飞行兽。古代隆卡帝国的魔法师们用魔法对家畜进行品种改良后的产物，偶尔会出现继承了古代血统拥有高度知性的个体。此外原种的卡玛并不具备翅膀与飞行能力。","用金属制作的阿马罗？
做出来干什么用啊？
　　　　　——伊奥拉"
188,"乘上气垫船。
在水晶塔被发现，中庸工艺馆进行了修复的机械。","在水晶塔被发现，中庸工艺馆的匠人们进行了修复的浮行式移动机械。本身是皇族的超豪华座驾，但却被乘完后丢在了某个洞穴的门口。不得已用飞空艇进行回收后一直被存放在水晶塔的机库里。","驾驶气垫船的事情就交
给我吧。
　　　　　——桑克瑞德"
189,"骑上仙子玲龙。
用充满了缇坦妮雅魔力的魔笛召唤出来的魔法生物。","用充满了缇坦妮雅魔力的魔笛召唤出来的魔法生物。据说这个魔笛是古代魔法师为了再现架空的生物“龙”而制作出来的。","我没想到你会带人来噗。
总之你是来听关于龙族
的传说的吧噗？
　　　　　　——鱼道"
190,"骑上三角龙。
有着三根角的古代兽，已经配好了魔法浮游鞍。","有着三根角的古代兽。其背部配有运用了隆卡文明术式的魔法浮游鞍。据说是狂热兵团的创立者——莫古力族的纳兹将探索古代遗迹时发现的东西进行调整之后得来的。","憧憬着冒险者的莫古力们，
跑到住着凶暴龙族的
竖骨岛冒险去了库啵！
　　　　　　——莫古力"
191,"骑上青蛙号M。
矮人族的工匠制造的中型自走人偶。","矮人族的工匠制造的中型自走人偶。设计成用于日常使用的机体，因此对脚部周围进行了强化，并且搭载了可供飞行的推进装置。可是其制造方法根据村规被视为机密不得公开。","啦哩吼！
——矮人族"
192,"骑上无瑕玲龙。
用充满了无瑕灵君魔力的魔笛召唤出来的魔法生物。","用充满了无瑕灵君魔力的魔笛召唤出来的魔法生物。其光辉让人联想到无瑕灵君的身影，不过这个个体当然不是食罪灵。","为了屠龙而寻找龙族踪迹
的经验我有很多。
　　——雅伯里克·贝尔"
193,"躺上魔法飞床。
施了魔法的飞天睡床。","施了魔法的飞天睡床。孚布特王国时代一位绝对不想离开床铺的王族找人设计制作的魔法床。做成后懒惰的王族由于支付不起相应的代价而上了天。","睡觉的时候忽然就被拐
走了……
　　——被囚禁的冒险者"
194,"骑上大陆之眼。
大陆马戏团饲育的妖异冥鬼之眼。","大陆马戏团饲育的用于表演的妖异。本来期待它能用恐怖视线来从人们那里收集恐惧之力，可是它却好像没有这方面的才能。现在成为了尊敬的冒险者的侍从。","没想到真的是你。
……伊达的眼神真是
好得惊人啊。
　　——雅·修特拉"
195,"骑上金斗云。
东方的仙人创造的秘术，能够创造出魔法的云朵。","据说在东洲奥萨德大陆的边境山中居住着仙人，金斗云正是由这个仙人创造出来的秘术。用魔力将云朵聚集成型，便可乘坐在上面飞翔于空中。散发着金色的云朵传说能给乘坐者带来财运。","嘁嘁嘁……好厉害！
俺还是头一次来云上！
　　　　　——好身手"
196,"","",""
197,"骑上斗虎。
经过训练适应了战斗的军剑虎，获得了新的利剑。","经过训练适应了战斗的军剑虎。在北洲伊尔萨巴德的博兹雅地区有一种传统，这种兽会作为军用兽与步兵部队一起同行。这种部队的士兵们很亲切地将自己的搭档称为“猫咪”。","这毛真是又洁白又美丽——
不愧是名为白虎的瑞兽——
　　　　　　　　——算盘"
198,"","",""
199,"","",""
