key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
27,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"在下隶属于双蛇党黄蛇队。
负责在此管理军队理符。","如果有执行过行会理符经验的人，
我倒可以把任务派给他……
但必须要向蛇巢司令部申请增员！","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>，愿诺菲卡女神保佑你……","如果有执行过行会理符经验的人，
我倒可以把任务派给他……
但必须要向蛇巢司令部申请增员！","任务达成，辛苦你了！
按照规定，支付<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>相应军票！","在下负责在此管理军队理符，
向任意大国防联军成员发布特殊任务。","虽然可以将此任务交给有相应实力的人去做……
但军衔至少要在士官以上……","0"
28,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是恒辉队的琪琪丽正耀士！
在此发行军队理符任务！","有执行过行会理符任务的经验是很好……
不过需要和恒辉作战总部取得交涉才行。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>，愿水晶给予你指引！","有执行过行会理符任务的经验是很好……
不过需要和恒辉作战总部取得交涉才行。","确认任务已完成！
按照规定，支付你相应军票！","我在此发行恒辉队的军队理符！
请你在加入任意大国防联军之后再来领取任务！","0","0"
29,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是恒辉队的布露·海灵正耀士！
在此发行军队理符任务！","有执行过行会理符任务的经验是很好……
不过需要和恒辉作战总部取得交涉才行。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>，愿水晶给予你指引！","有执行过行会理符任务的经验是很好……
不过需要和恒辉作战总部取得交涉才行。","确认任务已完成！
按照规定，支付你相应军票！","我在此发行恒辉队的军队理符！
请你在加入任意大国防联军之后再来领取任务！","能胜任此任务是很好……
不过军衔至少要在士官以上才可以领取……","0"
30,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"在下隶属于双蛇党黄蛇队。
基于与伊修加德签订的协议，
负责在此占星台发行军队理符。","在下管理的任务都十分棘手……
所以至少要是执行过行会理符的人才能领取……","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>，愿诺菲卡女神保佑你！","在下管理的任务都十分棘手……
所以必须要由有相应实力的兵将来完成。","确认任务完成，现在将<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>的任务解除。
辛苦你了，这是支付给你的军票。","在下隶属于双蛇党黄蛇队。
向各国大国防联军成员发放特殊任务。","在下管理的任务都十分棘手……
所以军衔至少要在士官以上才可以领取……","0"
31,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是双蛇党黄蛇队的洛蒂耶牙士长。
基于与伊修加德签订的协议，
在库尔札斯发行军队理符。","白云崖前哨一带的任务大多比想象中要棘手。
所以至少要是执行过行会理符的人才能领取……","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>，愿诺菲卡女神保佑你！","白云崖前哨一带的任务大多比想象中要棘手。
所以必须要由有相应实力的兵将来完成。","确认任务完成。
辛苦你了，<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>。
按照规定，支付给你相应的军票。","你是冒险者吧？
你需要加入任意大国防联军后，
才能领取我们所管理的任务。","白云崖前哨一带的任务大多比想象中要棘手。
所以军衔至少要在士官以上才可以领取……","0"
32,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是隶属于恒辉队的艾伊德哈特耀士长！
负责管理摩杜纳地区的军队理符！","摩杜纳地区的任务都比较棘手！
必须是有行会理符执行经验的人才能领取！","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>，祝你旗开得胜！","摩杜纳地区的任务都比较棘手！
没有实力的人会必死无疑！","确认<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><If(LessThan(PlayerParameter(52),127))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(53),0))><If(LessThan(PlayerParameter(53),127))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><Else/></If><If(GreaterThan(PlayerParameter(54),0))><If(LessThan(PlayerParameter(54),127))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If><Else/></If>已返回！
按照规定，支付给你相应军票！
辛苦你了！","在下负责发行军队理符！
加入任意大国防联军后才可领取任务！","摩杜纳地区的任务都比较棘手！
所以军衔至少要在士官长以上才可以领取！","0"
33,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我们基于总骑士长的提案在这里发行神殿骑士团理符。","有一定能力并且值得信赖的人才可以从这里领取理符任务……","我在这等你平安归来。
愿战神哈罗妮保佑你！
","有一定能力并且值得信赖的人才可以从这里领取理符任务……","你的任务完成了！
感谢你对皇都做出的贡献，这是你的报酬。","0","0","你竟然解决了悬赏魔物？
这可得给你加算报酬才行。"
34,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"为了扩大冒险者行会的活动范围，
我们按照总部的指示在这里开设了黄金港窗口。
欢迎有意的冒险者前来帮忙！","有没有身具工匠技艺的冒险者啊……","手头的委托做得还顺利吗？
我相信你一定没问题的……是吧？","有没有身具工匠技艺的冒险者啊……","很好，你已经完成了委托。
久等了，这是给你的报酬！","0","0","0"
35,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我这里负责将中庸工艺馆接到的大量委托
以理符的形式发放给注册的工匠们。
你要不要也来领取一个理符试试？","有没有对理符感兴趣的工匠出现呢……","交给你的工作怎么样了？
记得好好完成啊！","有没有对理符感兴趣的工匠出现呢……","你漂亮地完成了工作呀！
给你，这是报酬！","0","0","0"
36,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"一般那些委托给拾穗人总会的工作，
我们都会以理符的形式发布出去，介绍给登记在册工匠会员处理。
你怎么样，有看中合适的任务吗？","工作越堆越多。
要是能多几个愿意加入我们会员的工匠就好了……","你好呀，工作做的怎么样了？
搞定了之后可别忘了去边上交货啊。","工作越堆越多。
要是能多几个愿意加入我们会员的工匠就好了……","你好呀，工作都完成啦！
久等了，这些是给你的报酬，快收下吧！","0","0","0"
37,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我这里负责将广大国民提交的委托以理符形式发放给有能力的工匠。
如何，要来一个吗？","现在人手完全不够用……
就算是刚来到王都的工匠也行啊……
只要能力达标就能帮上忙了……","0","现在人手完全不够用……
就算是刚来到王都的工匠也行啊……
只要能力达标就能帮上忙了……","你顺利完成工作了呀！
那么、那么，给你报酬！","0","0","0"
