key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
225,"【高难+】最终步骤·制作宇航服",32,13,0,0,False,6,420,225,1000,1080,367,0,0,1,0,224,274,0,226,0,5000
226," 制作通用型棉线",17,14,0,0,False,1,0,226,1200,2400,368,0,0,0,0,0,275,1,227,0,0
227," 制作急救所需的布料",20,14,0,0,False,1,0,227,1200,2400,369,0,0,0,0,0,276,1,228,0,0
228," 制作采集所需的头部防具",22,14,0,0,False,1,0,228,1200,2400,370,0,0,0,0,0,277,1,229,0,0
229," 筹备研究所需的材料",29,14,0,0,False,1,0,229,1200,2400,371,0,0,0,0,0,278,1,230,0,0
230," 制作工作所需的通用型细绳",20,14,0,0,False,1,0,230,1200,2400,372,0,0,0,0,0,279,1,231,0,0
231," 制作用于隔离空间的窗帘",19,14,0,0,False,1,0,231,1200,2400,373,0,0,0,0,0,280,1,232,0,0
232," 制作耐热棉线",17,14,0,0,False,2,0,232,1200,2400,374,0,0,0,0,0,281,1,233,0,0
233," 制作家居服",20,14,0,0,False,2,0,233,1200,2400,375,0,0,0,0,0,282,1,234,0,0
234," 制作通用型毛巾",26,14,0,3,False,2,0,234,1300,3000,376,0,0,0,0,0,283,1,235,0,0
235," 制作复合纤维",18,14,0,3,False,2,0,235,700,1500,377,0,0,0,0,0,284,1,236,0,0
236," 制作医疗设施所需的窗帘",19,14,0,3,False,2,0,236,1100,2500,378,0,0,0,0,0,285,1,237,0,0
237," 筹备宇宙飞线所需的基础物资",28,14,0,3,False,2,0,237,1200,2250,379,0,0,0,0,0,286,1,238,0,0
238," 制作使用了新材料的软甲裤",22,14,0,3,False,2,0,238,700,1500,380,0,0,0,0,0,287,1,239,0,0
239," 制作工作所需的绳索",20,14,0,0,False,3,0,239,1600,2400,381,0,0,0,0,0,288,1,240,0,0
240," 制作抗菌棉线",17,14,0,0,False,3,0,240,1600,2400,382,0,0,0,0,0,289,1,241,0,0
241," 制作高级窗帘",19,14,0,3,False,3,0,241,1700,2000,383,0,0,0,0,0,290,1,242,0,0
242," 制作搬运物资所需的棉布",31,14,0,3,False,3,0,242,2700,3000,384,0,0,0,0,0,291,1,243,0,0
243," 制作耐磨性优越的复合纤维",18,14,0,0,False,3,0,243,1600,2400,385,0,0,0,0,0,292,1,244,0,0
244," 制作休息所需的物件",30,14,0,3,False,3,0,244,2700,3000,386,0,0,0,0,0,293,1,245,0,0
245," 制作使用了试验性材料的帽子",22,14,0,0,False,3,0,245,1000,1300,387,0,0,0,0,0,294,1,246,0,0
246," 制作休息所需的软垫",24,14,0,0,False,3,0,246,1000,1300,388,0,0,0,0,0,295,1,247,0,0
247,"制作耐磨性优越的棉线",17,14,0,0,False,4,1200,247,1800,2400,389,0,0,0,0,0,296,0,248,0,6200
248,"制作高级复合纤维",18,14,0,3,False,4,1200,248,2300,3000,390,0,0,0,0,0,297,0,249,0,6200
249,"制作卧室使用的高级窗帘",19,14,0,3,False,4,0,249,700,1000,391,0,0,0,0,0,298,0,250,0,6200
250,"制作急救所需的绷带",20,14,0,3,False,4,1200,250,700,1000,392,0,0,0,0,0,299,0,251,0,6200
251,"检验月面植物的加工方法",21,14,0,3,False,4,1200,251,2600,3000,393,0,0,0,0,0,300,0,252,0,6200
252,"【高难】进行试验所需材料的最终检验",22,14,0,3,False,5,1200,252,2500,3000,394,0,0,0,0,0,301,0,253,0,6100
253,"【高难】制作裁缝所需的材料",23,14,0,3,False,5,1200,253,840,1000,395,0,0,0,0,0,302,0,254,0,6100
254,"【高难】制作休息所需的软垫套装",24,14,0,3,False,5,1200,254,840,1000,396,0,0,2,0,0,303,0,255,0,6100
255,"【高难】制作乡情家具",25,14,0,3,False,5,1200,255,2800,3000,397,0,0,1,14,0,304,0,256,0,6100
256,"【高难+】制作工作使用的防寒帽",26,14,0,0,False,6,420,256,560,880,398,0,0,0,14,0,305,0,257,0,6000
257,"【高难+】制作工匠使用的工作服",27,14,0,0,False,6,330,257,560,880,399,0,0,0,13,0,306,0,258,0,6000
258,"制作宇宙飞线所需的材料",28,14,0,3,False,4,1200,258,2300,3000,400,0,0,0,0,0,307,0,259,0,6200
259,"【高难】续·制作宇宙飞线所需的材料",28,14,0,3,False,5,1200,259,2500,3000,401,0,0,0,0,258,308,0,260,0,6100
260,"筹备具有特殊性质的材料",29,14,0,0,False,4,1200,260,1000,1600,402,0,0,0,0,0,309,0,261,0,6200
261,"【高难】续·筹备具有特殊性质的材料",29,14,0,0,False,5,1200,261,1000,1600,403,0,0,0,0,260,310,0,262,0,6100
262,"【高难+】制作研究所需的大型材料",29,14,0,0,False,6,300,262,1000,1600,404,0,0,0,0,261,311,0,263,0,6000
263,"【高难】制作休息设施所需的材料",30,14,0,3,False,5,1200,263,850,1000,405,0,0,0,0,0,312,0,264,0,6100
264,"【高难+】制作休息设施所需的家具",30,14,0,3,False,6,240,264,900,1000,406,0,0,2,0,263,313,0,265,0,6000
265,"制作货物包装材料",31,14,0,3,False,4,1200,265,2300,3000,407,0,0,0,11,0,314,0,266,0,6200
266,"【高难】续·制作货物包装材料",31,14,0,3,False,5,1200,266,2500,3000,408,0,0,1,0,265,315,0,267,0,6100
267,"【高难+】制作月球车所需的货物包装材料",31,14,0,3,False,6,270,267,2700,3000,409,0,0,2,0,266,316,0,268,0,6000
268,"【高难+】制作飞船制服",32,14,0,3,False,6,600,268,980,1080,410,0,0,1,5,0,317,0,269,0,6000
269,"【高难+】续·制作飞船制服",32,14,0,3,False,6,600,269,980,1080,411,0,0,1,0,268,318,0,270,0,6000
270,"【高难+】最终步骤·制作飞船制服",32,14,0,0,False,6,420,270,1000,1080,412,0,0,1,0,269,319,0,271,0,6000
271," 制作通用型砖块",33,15,0,0,False,1,0,271,1200,2400,413,0,0,0,0,0,320,1,272,0,0
272," 制作使用了采集物的调料",40,15,0,0,False,1,0,272,1200,2400,414,0,0,0,0,0,321,1,273,0,0
273," 制作建筑材料的粘合剂",34,15,0,0,False,1,0,273,1200,2400,415,0,0,0,0,0,322,1,274,0,0
274," 为施工人员提供营养补给",35,15,0,0,False,1,0,274,1200,2400,416,0,0,0,0,0,323,1,275,0,0
275," 制作水性粘合剂",36,15,0,0,False,1,0,275,1200,2400,417,0,0,0,0,0,324,1,276,0,0
276," 支援药饵的制作研究",46,15,0,0,False,1,0,276,1200,2400,418,0,0,0,0,0,325,1,277,0,0
277," 制作耐热砖块",33,15,0,0,False,2,0,277,1200,2400,419,0,0,0,0,0,326,1,278,0,0
278," 制作健康饮料",35,15,0,0,False,2,0,278,1200,2400,420,0,0,0,0,0,327,1,279,0,0
279," 制作建材所需的涂料",33,15,0,3,False,2,0,279,1300,3000,421,0,0,0,0,0,328,1,280,0,0
280," 制作传统型地板材料",41,15,0,3,False,2,0,280,700,1500,422,0,0,0,0,0,329,1,281,0,0
281," 制作夜间照明家具",36,15,0,3,False,2,0,281,1100,2500,423,0,0,0,0,0,330,1,282,0,0
282," 开发紧急情况使用的储备粮",39,15,0,3,False,2,0,282,1200,2250,424,0,0,0,0,0,331,1,283,0,0
283," 试制新时代饮料",47,15,0,3,False,2,0,283,700,1500,425,0,0,0,0,0,332,1,284,0,0
284," 制作使用了月面植物的调料",39,15,0,0,False,3,0,284,1600,2400,426,0,0,0,0,0,333,1,285,0,0
285," 制作防水砖块",33,15,0,0,False,3,0,285,1600,2400,427,0,0,0,0,0,334,1,286,0,0
286," 补充研究所需的药品",43,15,0,3,False,3,0,286,1700,2000,428,0,0,0,0,0,335,1,287,0,0
287," 制作炼金药所需的圣水",42,15,0,3,False,3,0,287,2700,3000,429,0,0,0,0,0,336,1,288,0,0
288," 制作使用了月面材料的地板材料",41,15,0,0,False,3,0,288,1600,2400,430,0,0,0,0,0,337,1,289,0,0
289," 制作优质营养剂",35,15,0,3,False,3,0,289,2700,3000,431,0,0,0,0,0,338,1,290,0,0
290," 制作小型庭园",41,15,0,0,False,3,0,290,1000,1300,432,0,0,0,0,0,339,1,291,0,0
291," 制作使用了月面植物的赏叶植物",40,15,0,0,False,3,0,291,1000,1300,433,0,0,0,0,0,340,1,292,0,0
292,"制作防水砖块",33,15,0,0,False,4,1200,292,1800,2400,434,0,0,0,0,0,341,0,293,0,7200
293,"制作优质粘合剂",34,15,0,3,False,4,1200,293,2300,3000,435,0,0,0,0,0,342,0,294,0,7200
294,"制作营养调整剂",35,15,0,3,False,4,0,294,700,1000,436,0,0,0,0,0,343,0,295,0,7200
295,"制作食堂所需的器皿",37,15,0,3,False,4,1200,295,700,1000,437,0,0,0,0,0,344,0,296,0,7200
296,"检验月面水产品的加工方法",38,15,0,3,False,4,1200,296,2600,3000,438,0,0,0,0,0,345,0,297,0,7200
297,"【高难】制作储备饮料",39,15,0,3,False,5,1200,297,2500,3000,439,0,0,0,0,0,346,0,298,0,7100
298,"【高难】支援化妆品的制作研究",40,15,0,3,False,5,1200,298,840,1000,440,0,0,0,0,0,347,0,299,0,7100
299,"【高难】重现赏叶家具",41,15,0,3,False,5,1200,299,840,1000,441,0,0,2,0,0,348,0,300,0,7100
300,"【高难】制作工匠所需的复方药",42,15,0,3,False,5,1200,300,2800,3000,442,0,0,1,13,0,349,0,301,0,7100
301,"【高难+】制作防锈加工涂料",36,15,0,0,False,6,420,301,560,880,443,0,0,0,13,0,350,0,302,0,7000
302,"【高难+】制作储备药品",43,15,0,0,False,6,330,302,560,880,444,0,0,0,14,0,351,0,303,0,7000
303,"验证药材的研究成果",44,15,0,3,False,4,1200,303,2300,3000,445,0,0,0,0,0,352,0,304,0,7200
304,"【高难】续·验证药材的研究成果",44,15,0,3,False,5,1200,304,2500,3000,446,0,0,0,0,303,353,0,305,0,7100
305,"兔兔族居住环境改善实验",45,15,0,0,False,4,1200,305,1000,1600,447,0,0,0,0,0,354,0,306,0,7200
306,"【高难】续·兔兔族居住环境改善实验",45,15,0,0,False,5,1200,306,1000,1600,448,0,0,0,0,305,355,0,307,0,7100
307,"【高难+】改善兔兔族居住环境",45,15,0,0,False,6,300,307,1000,1600,449,0,0,0,0,306,356,0,308,0,7000
308,"【高难】制作养殖所需的鱼饵",46,15,0,3,False,5,1200,308,850,1000,450,0,0,0,0,0,357,0,309,0,7100
309,"【高难+】续·制作养殖所需的鱼饵",46,15,0,3,False,6,240,309,900,1000,451,0,0,2,0,308,358,0,310,0,7000
310,"制作高营养价值的果冻饮料材料",47,15,0,3,False,4,1200,310,2300,3000,452,0,0,0,1,0,359,0,311,0,7200
311,"【高难】续·制作高营养价值的果冻饮料材料",47,15,0,3,False,5,1200,311,2500,3000,453,0,0,1,0,310,360,0,312,0,7100
312,"【高难+】制作高营养价值的果冻饮料",47,15,0,3,False,6,270,312,2700,3000,454,0,0,2,0,311,361,0,313,0,7000
313,"【高难+】制作五颜六色的炼金药",48,15,0,3,False,6,600,313,980,1080,455,0,0,1,7,0,362,0,314,0,7000
314,"【高难+】续·制作五颜六色的炼金药",48,15,0,3,False,6,600,314,980,1080,456,0,0,1,0,313,363,0,315,0,7000
315,"【高难+】最终步骤·制作五颜六色的炼金药",48,15,0,0,False,6,420,315,1000,1080,457,0,0,1,0,314,364,0,316,0,7000
316," 制作通用型润滑油",33,16,0,0,False,1,0,316,1200,2400,458,0,0,0,0,0,365,1,317,0,0
317," 制作使用了采集物的调料",40,16,0,0,False,1,0,317,1200,2400,459,0,0,0,0,0,366,1,318,0,0
318," 制作建筑材料的粘合剂",34,16,0,0,False,1,0,318,1200,2400,460,0,0,0,0,0,367,1,319,0,0
319," 检验水产品的营养凝缩方法",35,16,0,0,False,1,0,319,1200,2400,461,0,0,0,0,0,368,1,320,0,0
320," 制作水性墨水",36,16,0,0,False,1,0,320,1200,2400,462,0,0,0,0,0,369,1,321,0,0
321," 支援药饵的制作研究",46,16,0,0,False,1,0,321,1200,2400,463,0,0,0,0,0,370,1,322,0,0
322," 制作耐热润滑油",33,16,0,0,False,2,0,322,1200,2400,464,0,0,0,0,0,371,1,323,0,0
323," 制作营养配比食品",35,16,0,0,False,2,0,323,1200,2400,465,0,0,0,0,0,372,1,324,0,0
324," 制作建材所需的涂料",33,16,0,3,False,2,0,324,1300,3000,466,0,0,0,0,0,373,1,325,0,0
325," 制作便携食品",41,16,0,3,False,2,0,325,700,1500,467,0,0,0,0,0,374,1,326,0,0
326," 加工高营养价值的水产食品",36,16,0,3,False,2,0,326,1100,2500,468,0,0,0,0,0,375,1,327,0,0
327," 开发紧急情况使用的储备粮",39,16,0,3,False,2,0,327,1200,2250,469,0,0,0,0,0,376,1,328,0,0
328," 重现不可或缺的完美食料",47,16,0,3,False,2,0,328,700,1500,470,0,0,0,0,0,377,1,329,0,0
329," 试制新型储备粮",39,16,0,0,False,3,0,329,1600,2400,471,0,0,0,0,0,378,1,330,0,0
330," 制作防水润滑油",33,16,0,0,False,3,0,330,1600,2400,472,0,0,0,0,0,379,1,331,0,0
331," 试制新时代饮料",43,16,0,3,False,3,0,331,1700,2000,473,0,0,0,0,0,380,1,332,0,0
332," 制作犒劳用的菜肴",42,16,0,3,False,3,0,332,2700,3000,474,0,0,0,0,0,381,1,333,0,0
333," 制作使用了月面水产品的家乡菜",41,16,0,0,False,3,0,333,1600,2400,475,0,0,0,0,0,382,1,334,0,0
334," 调整月面采集物的营养价值",35,16,0,3,False,3,0,334,2700,3000,476,0,0,0,0,0,383,1,335,0,0
335," 检验面包房的出品质量",41,16,0,0,False,3,0,335,1000,1300,477,0,0,0,0,0,384,1,336,0,0
336," 加工食用蘑菇",40,16,0,0,False,3,0,336,1000,1300,478,0,0,0,0,0,385,1,337,0,0
337,"制作防水润滑油",33,16,0,0,False,4,1200,337,1800,2400,479,0,0,0,0,0,386,0,338,0,8200
338,"制作优质粘合剂",34,16,0,3,False,4,1200,338,2300,3000,480,0,0,0,0,0,387,0,339,0,8200
339,"制作补充营养的饮料",35,16,0,3,False,4,0,339,700,1000,481,0,0,0,0,0,388,0,340,0,8200
340,"制作食堂所需的器皿",37,16,0,3,False,4,1200,340,700,1000,482,0,0,0,0,0,389,0,341,0,8200
341,"检验月面水产品的加工方法",38,16,0,3,False,4,1200,341,2600,3000,483,0,0,0,0,0,390,0,342,0,8200
342,"【高难】新型储备粮的量产计划",39,16,0,3,False,5,1200,342,2500,3000,484,0,0,0,0,0,391,0,343,0,8100
343,"【高难】检验重现萨雷安食品的方法",40,16,0,3,False,5,1200,343,840,1000,485,0,0,0,0,0,392,0,344,0,8100
344,"【高难】重现屋外食用的简餐",41,16,0,3,False,5,1200,344,840,1000,486,0,0,2,0,0,393,0,345,0,8100
345,"【高难】制作便携营养剂",42,16,0,3,False,5,1200,345,2800,3000,487,0,0,1,14,0,394,0,346,0,8100
346,"【高难+】熏制水产品",36,16,0,0,False,6,420,346,560,880,488,0,0,0,13,0,395,0,347,0,8000
347,"【高难+】熏制动物肉",43,16,0,0,False,6,330,347,560,880,489,0,0,0,14,0,396,0,348,0,8000
348,"为工作人员做饭",44,16,0,3,False,4,1200,348,2300,3000,490,0,0,0,0,0,397,0,349,0,8200
349,"【高难】续·为工作人员做饭",44,16,0,3,False,5,1200,349,2500,3000,491,0,0,0,0,348,398,0,350,0,8100
350,"兔兔族饮食生活改善实验",45,16,0,0,False,4,1200,350,1000,1600,492,0,0,0,0,0,399,0,351,0,8200
351,"【高难】续·兔兔族饮食生活改善实验",45,16,0,0,False,5,1200,351,1000,1600,493,0,0,0,0,350,400,0,352,0,8100
352,"【高难+】改善兔兔族饮食生活",45,16,0,0,False,6,300,352,1000,1600,494,0,0,0,0,351,401,0,353,0,8000
353,"【高难】制作养殖所需的鱼饵",46,16,0,3,False,5,1200,353,850,1000,495,0,0,0,0,0,402,0,354,0,8100
354,"【高难+】续·制作养殖所需的鱼饵",46,16,0,3,False,6,240,354,900,1000,496,0,0,2,0,353,403,0,355,0,8000
355,"制作高营养价值的食材",47,16,0,3,False,4,1200,355,2300,3000,497,0,0,0,3,0,404,0,356,0,8200
356,"【高难】续·制作高营养价值的食材",47,16,0,3,False,5,1200,356,2500,3000,498,0,0,1,0,355,405,0,357,0,8100
357,"【高难+】制作高营养价值的食品",47,16,0,3,False,6,270,357,2700,3000,499,0,0,2,0,356,406,0,358,0,8000
358,"【高难+】制作完美食料",48,16,0,3,False,6,600,358,980,1080,500,0,0,1,9,0,407,0,359,0,8000
359,"【高难+】续·制作完美食料",48,16,0,3,False,6,600,359,980,1080,501,0,0,1,0,358,408,0,360,0,8000
360,"【高难+】最终步骤·制作完美食料",48,16,0,0,False,6,420,360,1000,1080,502,0,0,1,0,359,409,0,361,0,8000
361," 基地周边的地质调查",54,17,0,0,False,1,600,361,1550,1700,53,0,0,0,0,0,0,1,0,5220,0
362," 基地西北方的资源调查",60,17,0,0,False,1,600,362,1550,1700,54,0,0,0,0,0,0,1,0,5220,0
363," 协助调查施工标准",50,17,0,0,False,1,600,363,4920,5020,55,0,0,0,0,0,0,1,0,5220,0
364," 筹备试验性净水材料",62,17,0,0,False,1,600,364,4920,5020,56,0,0,0,0,0,0,1,0,5220,0
365," 采集通用型装甲板的材料",51,17,0,0,False,1,600,365,1550,1700,57,0,0,0,0,0,0,1,0,5220,0
366," 采集空气净化器所需的材料",63,17,0,0,False,1,600,366,1550,1700,58,0,0,0,0,0,0,1,0,5220,0
367," 憧憬湾内侧的地质调查",54,17,0,0,False,2,600,367,1550,1900,59,0,0,0,0,0,0,1,0,5226,0
368," 采集加工所需的金属材料",50,17,0,0,False,2,600,368,4920,5270,60,0,0,0,0,0,0,1,0,5230,0
369," 采集厚型装甲板所需的材料",51,17,0,0,False,2,600,369,1550,1900,61,0,0,0,0,0,0,1,0,5226,0
370," 协助实验连续采集技术",52,17,0,0,False,2,600,370,850,1050,62,0,0,0,0,0,0,1,0,5230,0
371," 协助实验材料获取技术",53,17,0,0,False,2,600,371,2000,2600,63,0,0,0,0,0,0,1,0,5230,0
372," 调查陨铁材料的新采集场",60,17,0,0,False,2,600,372,2850,3550,64,0,0,0,0,0,0,1,0,5226,0
373," 采集净水装置所需的材料",62,17,0,3,False,2,600,373,120,140,65,0,0,0,0,0,0,1,0,5226,0
374," 憧憬湾外侧的地质调查",54,17,0,0,False,3,600,374,1550,1950,66,0,0,0,0,0,0,1,0,5221,0
375," 采集防水耐热材料",50,17,0,0,False,3,600,375,4920,5320,67,0,0,0,0,0,0,1,0,5221,0
376," 采集薄型装甲板所需的材料",51,17,0,0,False,3,600,376,1550,1950,68,0,0,0,0,0,0,1,0,5232,0
377," 连续采集月黄铜矿",52,17,0,0,False,3,600,377,850,1050,69,0,0,0,0,0,0,1,0,5221,0
378," 技术研究计划的发展",53,17,0,0,False,3,600,378,2000,2600,70,0,0,0,0,0,0,1,0,5232,0
379," 筹备能量发生装置所需的材料",61,17,0,0,False,3,600,379,2850,3550,71,0,0,0,0,0,0,1,0,5221,0
380," 采集精密加工所需的材料",58,17,0,3,False,3,600,380,130,150,72,0,0,0,0,0,0,1,0,5221,0
381," 修缮所需的优质材料",55,17,0,4,False,3,600,381,4400,4600,73,0,0,0,0,0,0,1,0,5232,0
382,"采集加工合金所需的材料",49,17,0,0,False,4,600,382,2800,3200,74,0,0,0,0,0,0,0,0,5221,9200
383,"洼地地带的采集工作",50,17,0,0,False,4,600,383,4800,5100,75,0,0,0,0,0,0,0,0,5226,9200
384,"采集特殊装甲板材料",51,17,0,0,False,4,600,384,3000,3400,76,0,0,0,0,0,0,0,0,5230,9200
385,"连续采集月铬铁矿",52,17,0,0,False,4,600,385,2350,2950,77,0,0,0,0,0,0,0,0,5220,9200
386,"获取陨铁材料的技术调查",53,17,0,0,False,4,600,386,4000,5200,78,0,0,0,0,0,0,0,0,5226,9200
387,"【高难】精密地质调查",54,17,0,0,False,5,600,387,2850,3250,79,0,0,0,0,0,0,0,0,5226,9100
388,"【高难】提取炼金药所需的精选材料",55,17,0,4,False,5,600,388,1750,1950,80,0,0,0,0,0,0,0,0,5220,9100
389,"【高难】憧憬湾西南部的资源量调查",56,17,0,3,False,5,600,389,1160,1680,81,0,0,1,0,0,0,0,0,5223,9100
390,"【高难】月底的精密调查",57,17,0,3,False,5,600,390,900,1100,82,0,0,2,14,0,0,0,0,5234,9100
391,"【高难+】回收稀有材料",58,17,0,4,False,6,300,391,900,1300,83,0,0,0,13,0,0,0,0,5221,9000
392,"【高难+】采集辅助加工的材料",59,17,0,3,False,6,300,392,1310,1680,84,0,0,0,14,0,0,0,0,5230,9000
393,"调查基地周边的新资源",60,17,0,0,False,4,600,393,2800,3200,85,0,0,0,0,0,0,0,0,5220,9200
394,"【高难】调查基地周边的新资源",60,17,0,0,False,5,600,394,2350,2950,86,0,0,0,0,393,0,0,0,5226,9100
395,"筹备高能量发生装置所需的材料",61,17,0,0,False,4,600,395,4800,5100,87,0,0,0,0,0,0,0,0,5230,9200
396,"【高难】筹备高能量发生装置所需的材料",61,17,0,0,False,5,600,396,4200,5400,88,0,0,0,0,395,0,0,0,5221,9100
397,"【高难+】筹备高能量发生装置所需的材料",61,17,0,3,False,6,180,397,900,1200,89,0,0,0,0,396,0,0,0,5232,9000
398,"【高难】采集精密净水装置所需的材料",62,17,0,0,False,5,600,398,3000,3400,90,0,0,0,0,0,0,0,0,5226,9100
399,"【高难+】采集精密净水装置所需的材料",62,17,0,4,False,6,180,399,1750,2100,91,0,0,2,0,398,0,0,0,5234,9000
400,"采集精密空气净化装置所需的材料",63,17,0,0,False,4,600,400,3000,3400,92,0,0,0,2,0,0,0,0,5220,9200
401,"【高难+】采集精密空气净化装置所需的材料",63,17,0,0,False,6,180,401,7000,7950,93,0,0,2,0,402,0,0,0,5234,9100
402,"【高难】采集精密空气净化装置所需的材料",63,17,0,3,False,5,600,402,900,1100,94,0,0,1,0,400,0,0,0,5223,9000
403,"【高难+】传承录级材料的采集调查",64,17,0,4,False,6,300,403,900,1300,95,0,0,1,8,0,0,0,0,5223,9000
404,"【高难+】传承录级材料的采集调查 II",64,17,0,3,False,6,300,404,1330,1730,96,0,0,1,0,403,0,0,0,5223,9000
405,"【高难+】传承录级材料的采集调查 III",64,17,0,4,False,6,180,405,1800,2250,97,0,0,1,0,404,0,0,0,5223,9000
406," 基地周边的地质调查",54,18,0,0,False,1,600,406,1550,1700,98,0,0,0,0,0,0,1,0,5220,0
407," 基地东侧的资源调查",60,18,0,0,False,1,600,407,1550,1700,99,0,0,0,0,0,0,1,0,5220,0
408," 协助调查施工标准",50,18,0,0,False,1,600,408,4920,5020,100,0,0,0,0,0,0,1,0,5220,0
409," 筹备试验性净水材料",62,18,0,0,False,1,600,409,4920,5020,101,0,0,0,0,0,0,1,0,5220,0
410," 采集通用型纤维板的材料",51,18,0,0,False,1,600,410,1550,1700,102,0,0,0,0,0,0,1,0,5220,0
411," 采集空气净化器所需的材料",63,18,0,0,False,1,600,411,1550,1700,103,0,0,0,0,0,0,1,0,5220,0
412," 憧憬湾内侧的地质调查",54,18,0,0,False,2,600,412,1550,1900,104,0,0,0,0,0,0,1,0,5227,0
413," 采集加工所需的纤维",50,18,0,0,False,2,600,413,4920,5270,105,0,0,0,0,0,0,1,0,5220,0
414," 采集薄型纤维板所需的材料",51,18,0,0,False,2,600,414,1550,1900,106,0,0,0,0,0,0,1,0,5227,0
415," 协助实验连续采集技术",52,18,0,0,False,2,600,415,850,1050,107,0,0,0,0,0,0,1,0,5220,0
416," 协助实验材料获取技术",53,18,0,0,False,2,600,416,2000,2600,108,0,0,0,0,0,0,1,0,5220,0
417," 调查木材的新采集场",60,18,0,0,False,2,600,417,2850,3550,109,0,0,0,0,0,0,1,0,5227,0
418," 采集净水装置所需的材料",62,18,0,3,False,2,600,418,120,140,110,0,0,0,0,0,0,1,0,5227,0
419," 憧憬湾外侧的地质调查",54,18,0,0,False,3,600,419,1550,1950,111,0,0,0,0,0,0,1,0,5222,0
420," 采集隔热材料",50,18,0,0,False,3,600,420,4920,5320,112,0,0,0,0,0,0,1,0,5222,0
421," 采集厚型纤维板所需的材料",51,18,0,0,False,3,600,421,1550,1950,113,0,0,0,0,0,0,1,0,5222,0
422," 连续采集蓝色纤维材料",52,18,0,0,False,3,600,422,850,1050,114,0,0,0,0,0,0,1,0,5222,0
423," 技术研究计划的发展",53,18,0,0,False,3,600,423,2000,2600,115,0,0,0,0,0,0,1,0,5222,0
424," 筹备能量发生装置所需的材料",61,18,0,0,False,3,600,424,2850,3550,116,0,0,0,0,0,0,1,0,5222,0
425," 采集精密加工所需的材料",58,18,0,3,False,3,600,425,130,150,117,0,0,0,0,0,0,1,0,5222,0
426," 修缮所需的优质材料",55,18,0,4,False,3,600,426,4400,4600,118,0,0,0,0,0,0,1,0,5222,0
427,"采集新型鞣料",49,18,0,0,False,4,600,427,2800,3200,119,0,0,0,0,0,0,0,0,5222,10200
428,"植物实验地带的采集工作",50,18,0,0,False,4,600,428,4800,5100,120,0,0,0,0,0,0,0,0,5227,10200
429,"采集纤维板材料",51,18,0,0,False,4,600,429,3000,3400,121,0,0,0,0,0,0,0,0,5220,10200
430,"连续采集月球菌类",52,18,0,0,False,4,600,430,2350,2950,122,0,0,0,0,0,0,0,0,5220,10200
431,"获取纤维材料的技术调查",53,18,0,0,False,4,600,431,4000,5200,123,0,0,0,0,0,0,0,0,5227,10200
432,"【高难】精密地质调查",54,18,0,0,False,5,600,432,2850,3250,124,0,0,0,0,0,0,0,0,5227,10100
433,"【高难】提取炼金药所需的精选材料",55,18,0,4,False,5,600,433,1750,1950,125,0,0,0,0,0,0,0,0,5220,10100
434,"【高难】憧憬湾西南部的资源量调查",56,18,0,3,False,5,600,434,1160,1680,126,0,0,1,0,0,0,0,0,5233,10100
435,"【高难】月底的精密调查",57,18,0,3,False,5,600,435,900,1100,127,0,0,2,13,0,0,0,0,5236,10100
436,"【高难+】回收稀有材料",58,18,0,4,False,6,300,436,900,1300,128,0,0,0,14,0,0,0,0,5222,10000
437,"【高难+】采集辅助加工的材料",59,18,0,3,False,6,300,437,1310,1680,129,0,0,0,13,0,0,0,0,5220,10000
438,"调查基地周边的新资源",60,18,0,0,False,4,600,438,2800,3200,130,0,0,0,0,0,0,0,0,5227,10200
439,"【高难】调查基地周边的新资源",60,18,0,0,False,5,600,439,2350,2950,131,0,0,0,0,438,0,0,0,5220,10100
440,"筹备高能量发生装置所需的材料",61,18,0,0,False,4,600,440,4800,5100,132,0,0,0,0,0,0,0,0,5220,10200
441,"【高难】筹备高能量发生装置所需的材料",61,18,0,0,False,5,600,441,4200,5400,133,0,0,0,0,440,0,0,0,5222,10100
442,"【高难+】筹备高能量发生装置所需的材料",61,18,0,3,False,6,180,442,900,1200,134,0,0,0,0,441,0,0,0,5222,10000
443,"【高难】采集精密净水装置所需的材料",62,18,0,0,False,5,600,443,3000,3400,135,0,0,0,0,0,0,0,0,5220,10100
444,"【高难+】采集精密净水装置所需的材料",62,18,0,4,False,6,180,444,1750,2100,136,0,0,2,0,443,0,0,0,5236,10000
445,"采集精密空气净化装置所需的材料",63,18,0,0,False,4,600,445,3000,3400,137,0,0,0,6,0,0,0,0,5227,10200
446,"【高难+】采集精密空气净化装置所需的材料",63,18,0,0,False,6,180,446,7000,7950,138,0,0,2,0,447,0,0,0,5236,10100
447,"【高难】采集精密空气净化装置所需的材料",63,18,0,3,False,5,600,447,900,1100,139,0,0,1,0,445,0,0,0,5233,10000
448,"【高难+】传承录级材料的采集调查",64,18,0,4,False,6,300,448,900,1300,140,0,0,1,12,0,0,0,0,5233,10000
449,"【高难+】传承录级材料的采集调查 II",64,18,0,3,False,6,300,449,1330,1730,141,0,0,1,0,448,0,0,0,5233,10000
450,"【高难+】传承录级材料的采集调查 III",64,18,0,4,False,6,180,450,1800,2250,142,0,0,1,0,449,0,0,0,5233,10000
