key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1154,"妖兽王的加护","受到了妖兽王的加护",215760,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,199,0,False,False,300,0,False,0,False,0,False,0,0,0,False,False,False,0
1155,"以太强化","以太得到强化，攻击所造成的伤害提高",215761,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,199,0,False,False,300,0,False,0,False,0,False,0,0,0,False,False,False,0
1156,"魔法伤害提高","魔法攻击所造成的伤害提高",218481,37,16,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1157,"水属性耐性大幅降低","对抗水属性的耐性有显著降低",215698,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1158,"战气","察觉到了战斗的气息，战斗力得到提升",215762,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1159,"无尽痛苦刻印","阵阵剧痛从刻印传来，体力逐渐减少，受到攻击的伤害增加",215643,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
1160,"弱化试剂","被投用了弱化试剂，体力逐渐减少",215517,0,0,1,2,1,0,False,False,False,False,False,False,False,False,False,10,0,False,True,100,0,False,0,False,5,False,0,0,0,False,False,False,0
1161,"伤害提高","攻击所造成的伤害提高",215519,39,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1162,"无尽痛苦刻印","阵阵剧痛从刻印传来，体力逐渐减少，受到攻击的伤害增加",215643,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
1163,"魔匠的闪念","制作力的最大值增加15",216119,0,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,15,0,True,0,False,0,False,0,0,0,False,False,False,0
1164,"掌握","每次作业结束时恢复5点耐久",211651,49,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1165,"起始准备","制作力的消耗量有可能会减少",216121,0,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1166,"鱼群测定","令当前可以进行刺鱼的渔场可视化，并且在导向地图上显示出来",211107,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1167,"鲨鱼之眼","感知自己附近能够进行刺鱼的渔场，并且在导向地图上显示出来",211108,86,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1168,"鲨鱼之眼II","感知自己附近能够进行刺鱼的最高级渔场，并在导向地图上显示出来",211109,86,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1169,"熟练技巧","提高最后采集到的个体的警戒心，令其不会再次出现",211110,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1170,"渔捞","下一次采集的道具获得量提高",211111,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1171,"嘉惠","捕到大尺寸的鱼的几率增加",211112,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1172,"打捞","可以采集到宝物地图",211113,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1173,"海洋之相","感知自己附近的鱼影，并且在导向地图上显示出来",211114,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1174,"干预","减轻所受到的伤害",212511,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1175,"武装戍卫","产生减轻伤害的防护区域",212512,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,4,True,0,False,0,False,0,27,0,False,False,False,0
1176,"武装","减轻所受到的伤害",212513,0,0,20,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1177,"原初的解放","发动裂石飞环和地毁人亡不消耗兽魂，且必定暴击并且直击
受暴击或直击发动率提高效果影响时，攻击造成的伤害提高",217247,0,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,False,0
1178,"至黑之夜","抵消一定伤害",213118,0,0,98,1,16,0,False,False,False,False,False,False,False,False,False,60,0,False,False,100,0,False,0,False,0,False,0,12,0,False,False,False,0
1179,"金刚极意","减轻所受到的一部分伤害",212527,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,False,0
1180,"金刚决意","体力会随时间逐渐恢复",212531,0,0,21,1,27,0,False,False,False,False,False,False,False,False,False,5,0,False,True,10,0,True,0,False,0,False,0,0,0,False,False,False,0
1181,"红莲极意","攻击所造成的伤害提高",212528,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,22,False,0,False,0,False,0,18,0,False,False,False,0
1182,"义结金兰：斗气","自身或队友发动战技与魔法攻击命中时，一定几率给为自身附加此状态的武僧提升斗气",212529,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,10,0,True,0,False,0,False,0,5,0,False,False,False,0
1183,"巨龙右眼","攻击所造成的伤害提高",212581,0,0,23,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
1184,"巨龙左眼","攻击所造成的伤害提高",212582,0,0,23,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,10,0,True,0,False,0,False,0,0,0,False,False,False,0
1185,"义结金兰：攻击","攻击所造成的伤害提高",212532,0,0,21,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1186,"天地人","可以连发忍术",212911,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,10,0,False,0,False,0,False,0,27,24,False,False,False,0
1187,"行吟诗人的叙事谣","体力最大值提高",212612,0,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1188,"暴击提高","暴击发动率提高",212613,0,0,24,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,False,0
1189,"行吟诗人的赞美歌","受到物理攻击的伤害减少",212614,0,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1190,"行吟诗人的小步舞曲","受到魔法攻击的伤害减少",212615,0,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1191,"铁壁","减轻所受到的伤害<If(GreaterThanOrEqualTo(PlayerParameter(72),94))><If(Equal(PlayerParameter(68),1))>
自身所受的治疗效果提高<Else/><If(Equal(PlayerParameter(68),19))>
自身所受的治疗效果提高<Else/><If(Equal(PlayerParameter(68),3))>
自身所受的治疗效果提高<Else/><If(Equal(PlayerParameter(68),21))>
自身所受的治疗效果提高<Else/><If(Equal(PlayerParameter(68),32))>
自身所受的治疗效果提高<Else/><If(Equal(PlayerParameter(68),37))>
自身所受的治疗效果提高<Else/></If></If></If></If></If></If><Else/></If>",213911,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1192,"渐愈","自身所受的治疗魔法效果提高",213912,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
1193,"雪仇","攻击所造成的伤害降低",213901,158,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1194,"预判","招架发动率提高",213902,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
1195,"牵制","物理攻击和魔法攻击所造成的伤害降低",213904,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1196,"护栏","受到物理攻击的伤害减少",213905,0,0,115,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1197,"策动","技力持续恢复",213906,0,0,115,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1198,"醒神","魔力持续恢复",213907,0,0,115,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1199,"速行","移动速度提高，进入战斗状态后效果消失",213908,0,0,115,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,0,18,False,0,False,0,False,0,0,0,False,False,False,0
1200,"烈毒咬箭","身中剧毒，体力会逐渐减少",212616,0,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
1201,"狂风蚀箭","风属性持续伤害，体力逐渐流失",212617,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
1202,"大地神的抒情恋歌","自身所受的治疗效果提高",212618,0,0,24,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1203,"昏乱","物理攻击和魔法攻击所造成的伤害降低",213917,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
1204,"醒梦","魔力持续恢复",213909,0,0,120,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,60,0,False,0,False,0,False,0,0,0,False,False,False,0
1205,"火焰喷射器","对前方扇形范围内的敌人持续造成伤害",213017,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,27,0,False,False,False,0
1206,"命运之轮","减轻所受到的伤害",213226,65,0,99,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1207,"慈爱","发动治疗魔法的治疗量提高",213910,0,0,117,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,False,0,False,0,False,0,0,0,False,False,False,0
1208,"受伤加重","受到攻击的伤害增加",215020,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1209,"亲疏自行","除特定攻击之外击退与吸引无效
受到物理攻击时对攻击者附加减速状态",213915,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,3139,0,False,0,False,0,False,0,0,0,False,False,False,0
1210,"霹雷","雷属性持续伤害，体力逐渐流失",212657,62,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,5,False,0,0,0,False,False,False,0
1211,"三连咏唱","咏唱魔法不需要咏唱时间",219621,0,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,19,0,False,False,False,0
1212,"毁坏强化","可以发动毁绝",219481,0,4,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1213,"灵护","攻击所造成的伤害提高",212681,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,50,0,False,False,5,0,True,0,False,0,False,0,0,0,False,False,False,0
1214,"剧毒菌","体力逐渐减少",212682,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,5,False,0,0,0,False,False,False,0
1215,"瘴暍","体力逐渐减少",212683,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,5,False,0,0,0,False,False,False,0
1216,"搬运重物","搬运重物，经过一定时间之后会由于劳累而掉落货物",216246,0,0,1,2,4,6,False,False,False,False,False,False,False,False,False,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
1217,"无中生有","下一次发动技能时不会消耗魔力",212631,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,6,False,0,False,0,False,0,19,0,False,False,False,0
1218,"神祝祷","抵消一定伤害",212632,0,0,25,1,16,0,False,False,False,False,False,False,False,False,False,60,0,False,False,0,0,False,0,False,0,False,0,12,0,False,False,False,0
1219,"告解","附加此效果的白魔法师发动部分治疗魔法恢复自身体力时，会产生额外的恢复效果",212637,0,0,25,1,16,0,False,False,False,False,False,False,False,False,False,60,0,False,True,100,0,False,0,False,0,False,0,28,0,False,False,False,0
1220,"深谋远虑之策","体力降低到一定比例或持续时间结束时自动发动恢复效果",212808,0,0,29,1,16,0,False,False,False,False,False,False,False,False,False,60,0,False,True,100,0,False,0,False,0,False,0,25,0,False,False,False,0
1221,"连环计","受到暴击的几率提高",212809,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-50,0,False,0,False,0,False,0,0,0,False,False,False,0
1222,"异想的融光","发动持续恢复体力效果",212810,0,0,1,1,16,0,False,True,True,False,False,False,False,True,True,100,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,False,0
1223,"异想的融光","受到持续恢复体力效果",212811,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,True,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1224,"地星主宰","发动了地星",213241,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1225,"伤害提高","攻击所造成的伤害提高",215519,39,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1226,"受伤减轻","受到攻击的伤害减少",215021,40,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1227,"雪风","斩击耐性降低",213303,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
1228,"彼岸花","体力逐渐减少",213304,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,1,False,0,0,0,False,False,False,0
1229,"必杀剑·回天","下次发动战技造成的伤害提高",213305,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,50,0,False,0,False,0,False,0,0,0,False,False,False,0
1230,"治愈","体力会随时间逐渐恢复",212626,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1231,"默想","持续获得剑气",213306,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,4,False,0,False,0,False,0,27,0,False,False,False,0
1232,"心眼","下次受到攻击时所受到的伤害减轻",213307,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,False,0
1233,"明镜止水","达成战技连击的条件",219641,0,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,21,0,False,False,False,0
1234,"赤火炎预备","可以发动赤火炎",213402,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1235,"赤飞石预备","可以发动赤飞石",213403,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1236,"燕飞效果提高","下次发动燕飞的威力提高",213310,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1237,"散碎效果提高","发动散碎时可以获得更多白魔元和黑魔元",213404,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1238,"促进","下次发动<If(Equal(PlayerParameter(68),35))><If(GreaterThanOrEqualTo(PlayerParameter(72),82))>赤暴雷或赤暴风<Else/>赤闪雷或赤疾风</If><Else/>赤闪雷或赤疾风</If>、<If(Equal(PlayerParameter(68),35))><If(GreaterThanOrEqualTo(PlayerParameter(72),66))>冲击<Else/>散碎</If><Else/>散碎</If>不需要咏唱时间同时<If(Equal(PlayerParameter(68),35))><If(GreaterThanOrEqualTo(PlayerParameter(72),66))>冲击<Else/>散碎</If><Else/>散碎</If>的威力提高，发动<If(Equal(PlayerParameter(68),35))><If(GreaterThanOrEqualTo(PlayerParameter(72),82))>赤暴雷或赤暴风<Else/>赤闪雷或赤疾风</If><Else/>赤闪雷或赤疾风</If>必定为自身附加赤火炎预备或赤飞石预备状态",213405,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1239,"鼓励","魔法攻击所造成的伤害提高",213409,0,0,112,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1240,"必杀剑·地天","令自身所受到的伤害减少，同时给予对方反击伤害",214820,0,0,111,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,True,0,False,0,False,0,0,0,False,False,False,0
1241,"单打独斗","攻击目标时造成的伤害提高，同时受到该目标的伤害减少",214821,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,50,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1242,"单打独斗","受到附加此效果的赤魔法师攻击的伤害增加，同时对该目标造成的伤害减少",214822,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,50,0,False,True,10,0,True,0,False,0,False,0,0,0,False,False,False,0
1243,"幻象冲预备","可以发动幻象冲",212583,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1244,"疾风极意","可以发动疾风极意",212530,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1245,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1246,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1247,"中间学派（日）","体力会随时间逐渐恢复",213254,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1248,"巨星主宰","发动了地星",213242,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1249,"连续咏唱","下次咏唱魔法不需要咏唱时间",213406,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1250,"真北","无视自身技能的方向要求",213903,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1251,"炮塔重启","无法设置炮塔",213018,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1252,"开眼","心眼成功",213308,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1253,"猎物","作为猎物被盯上了",215026,0,0,1,2,17,30,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1254,"冻结","身体被冻结无法行动，体力逐渐流失",215637,0,0,1,2,17,18,True,False,True,False,False,False,False,False,False,100,0,False,False,50,0,False,0,False,5,False,0,32,0,False,False,False,0
1255,"火属性耐性大幅降低","对抗火属性的耐性有显著降低",215595,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1256,"负伤","身受重伤，攻击所造成的伤害降低，受到特定攻击时伤害有所提高",215763,0,0,1,2,17,35,False,False,False,False,False,False,False,True,True,100,0,False,False,-10,0,False,0,False,0,False,0,25,0,False,False,False,0
1257,"强制移动","朝着特定方向持续移动",215773,67,0,1,2,17,0,True,False,True,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1258,"拘束","无法自由移动",215003,1,0,1,2,17,0,False,True,False,False,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1259,"老化","变成了年迈的老人，移动速度降低",215771,69,0,1,2,17,0,False,False,False,False,True,False,False,False,False,200,0,False,False,0,2,False,0,False,0,False,0,0,0,False,False,False,0
1260,"雷属性耐性大幅降低","对抗雷属性的耐性有显著降低",215597,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1261,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1262,"采集优质获得率提升II(限定)","下一次采集时获得优质道具的几率增加
不过对玩家无法获取的优质道具及无优质的道具没有影响",216010,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1263,"体力持续恢复","体力会随时间逐渐恢复",212626,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1264,"光之决心","光之战士坚定了自己的信念，突破了自身极限",215711,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1265,"光之决心","光之战士坚定了自己的信念，突破了自身极限",215711,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
1266,"强效透明","身体变得透明，不会受到怪物攻击",216209,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,2,0,False,False,0,0,False,0,False,0,True,0,0,0,False,False,False,0
1267,"紧抱","紧紧抱着某些东西",215764,0,0,1,1,16,0,True,False,True,True,False,False,False,True,True,100,0,False,False,0,20,True,0,False,0,False,3,0,0,False,False,False,0
1268,"剧情中","正处于过场剧情中",215765,0,0,1,1,0,27,False,False,True,True,False,False,False,True,True,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1269,"慎行警告","效果结束时若使用了自动攻击、技能、移动等动作，则会受到惩罚",215747,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,8341,0,False,0,False,0,False,0,23,0,False,False,False,0
1270,"祸泡","身上附着有祸泡，效果时间结束时如未停止行动则会受到巨大伤害",215784,0,0,1,2,17,24,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,23,0,False,False,False,0
1271,"拼刀","与对方白刃交锋",215785,0,0,1,2,0,0,True,False,True,True,False,False,False,True,True,0,0,False,False,0,4,False,0,False,0,False,0,0,0,False,False,False,0
1272,"斩击耐性大幅降低","对抗斩击攻击的耐性有显著降低",215826,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
1273,"下沉","身体逐渐下沉，身体完全沉下去会陷入无法战斗状态",215787,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,24,False,0,False,0,False,0,0,0,False,False,False,0
1274,"试炼的惩罚","在试炼中出现失误，被施加了惩罚
累积2档将陷入拘束状态",218841,0,2,1,2,17,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1275,"非火反射","反射获得了冰属性或雷属性之力的攻击",215788,89,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1276,"非冰反射","反射获得了雷属性或火属性之力的攻击",215789,89,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1277,"非雷反射","反射获得了火属性或冰属性之力的攻击",215790,89,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1278,"火属性","获得了强力的火属性之力",215791,89,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1279,"冰属性","获得了强力的冰属性之力",215792,89,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1280,"雷属性","获得了强力的雷属性之力",215793,89,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1281,"罗睺强化","右臂罗睺得到了强化",218801,0,3,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1282,"计都强化","左臂计都得到了强化",218821,0,3,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1283,"混乱","头脑变得混乱，会向同伴发动攻击",215603,64,0,1,2,17,0,False,False,False,True,False,True,False,False,False,100,0,False,False,1051,0,False,0,False,0,False,0,0,0,False,False,False,0
1284,"无法发动技能","无法发出任何技能",215045,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,100,0,False,False,0,19,False,0,False,0,False,0,24,0,False,False,False,0
1285,"采集优质获得率提升II","获得优质道具的几率根据鉴别力得到增加
不过对玩家无法获取的优质道具及无优质的道具没有影响",216011,17,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1286,"采集获得数提升II(限定)","下一次采集的道具获得数根据获得力得到增加",216012,18,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
1287,"抓捕","被抓住，无法行动，体力逐渐减少",215564,0,0,1,2,17,0,True,False,True,False,False,False,False,True,True,0,0,False,False,500,0,False,0,False,1,False,0,0,0,False,False,False,0
1288,"危命奖励提高","完成危命任务获得的部分奖励增加",216225,0,0,1,1,25,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
1289,"危命奖励提高","完成危命任务获得的部分奖励增加",216226,0,0,1,1,25,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
