key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
92,"颅浮巨像",0,"",0,0,1,0,0,1635,2,1,45,15,70,1,2,4,319,"SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",20,10,False,True,0,0,0,0,67,4468,27,100,0,0,50,0,0,True,False,False,False,False
93,"逐月幻狼玛纳加尔姆",0,"",0,0,1,0,0,1629,2,1,45,15,70,1,2,35,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,68,4467,16,100,0,6,70,0,0,False,False,False,False,False
94,"威斯帕前进号",0,"",0,0,1,0,0,1646,2,1,45,15,15,1,2,34,319,"SE_Bt_Etc_YoukaiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YoukaiBye",0,10,False,True,0,0,0,0,69,4469,253,200,0,0,70,0,0,True,False,False,False,False
95,"轰天",0,"",0,0,1,0,0,1585,2,1,45,70,70,1,2,36,319,"SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,70,4474,254,100,0,0,55,0,0,False,False,False,False,False
96,"银牙",0,"",0,0,1,0,0,1586,2,1,45,70,70,1,2,36,319,"SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,71,4475,254,100,0,0,55,0,0,False,False,False,False,False
97,"仙术熊猫",0,"",0,0,1,0,0,1593,2,1,45,15,70,1,2,9,638,"SE_Bt_Etc_PandaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PandaBye",20,10,False,True,0,0,0,0,72,4470,37,65,12,3,70,0,0,False,False,False,False,False
98,"睿智猎鹰",0,"",0,0,1,0,0,1768,2,1,45,15,70,1,2,28,415,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,73,4471,210,90,9,3,50,0,0,False,False,False,False,False
99,"星芒熊",0,"",0,0,1,0,0,1658,2,1,45,15,70,1,2,9,319,"SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,74,8002,37,65,12,3,70,0,32,False,True,False,False,False
100,"黑天马",0,"",0,0,1,0,0,1472,2,1,45,15,80,1,2,24,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,75,4472,200,65,0,0,60,0,0,False,False,False,False,False
101,"阿里达乌斯",0,"",0,0,1,0,0,1704,2,1,45,15,15,1,2,38,416,"SE_Bt_Etc_AlxWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_AlxBye",0,10,False,False,0,0,0,0,76,4473,101,100,0,0,70,0,0,True,False,False,False,False
102,"雷刚",0,"",0,0,1,0,0,1587,2,1,45,70,70,1,2,39,319,"SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,79,4476,254,100,0,0,55,0,0,False,False,False,False,False
103,"尼禄专用魔导装甲",0,"",0,0,1,0,0,2,2,0,45,0,15,0,0,0,331,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,327681,0,0,-1,0,0,77,0,0,70,0,23,False,False,False,False,False
104,"厉鬼猎鹰",0,"",0,0,1,0,0,1857,2,1,45,15,70,1,2,28,424,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,77,4477,210,90,9,3,50,0,0,False,False,False,False,False
105,"凤凰",0,"",0,0,1,0,0,1765,2,1,45,15,70,1,2,46,425,"SE_Bt_Etc_HououWhistle","SE_Bt_Etc_HououBye","SE_Bt_Etc_HououBye",20,10,False,True,0,0,0,0,78,4478,210,55,9,3,60,0,0,True,False,False,False,False
106,"彩蛋系统",0,"",0,0,1,0,0,1777,2,1,45,15,15,1,0,0,319,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EggBye",0,10,False,True,0,0,0,0,80,4479,29,100,0,0,70,0,25,True,True,False,False,False
107,"",0,"",0,0,1,0,0,1777,2,1,45,15,15,1,0,0,319,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EggBye",0,10,False,True,0,0,0,0,-1,0,0,100,0,0,70,0,24,False,False,False,False,False
108,"孤傲地狱犬",0,"",0,0,1,0,0,1276,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,81,4480,28,65,0,6,70,0,0,False,False,False,False,False
109,"首领地狱犬",0,"",0,0,1,0,0,1837,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,82,4481,28,65,0,6,70,0,0,False,False,False,False,False
110,"贤者座椅",0,"",0,0,1,0,0,1776,2,1,45,15,15,1,2,41,319,"SE_Bt_Etc_IsuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IsuBye",0,10,False,True,0,0,0,0,83,4484,30,100,0,0,70,0,0,True,False,False,False,False
111,"希尔德拉",0,"",0,0,1,0,0,1676,2,1,45,70,70,1,2,42,319,"SE_Bt_Etc_ShirudoraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ShirudoraBye",20,10,False,True,0,0,0,0,95,4485,32,100,0,0,100,0,0,True,False,False,False,False
112,"飞隼号",0,"",0,0,1,0,0,1773,2,1,45,15,15,3,4,43,319,"SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,False,True,0,0,0,0,96,4486,102,100,0,0,100,0,0,False,False,False,False,False
113,"孤傲妖精犬",0,"",0,0,1,0,0,1858,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,85,4482,28,65,0,6,70,0,0,False,False,False,False,False
114,"首领妖精犬",0,"",0,0,1,0,0,1876,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,84,4483,28,65,0,6,70,0,0,False,False,False,False,False
115,"极乐神威",0,"",0,0,1,0,0,1835,2,1,45,85,85,1,0,44,494,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,86,4487,212,100,9,3,70,0,0,False,False,False,False,False
116,"狂欢神威",0,"",0,0,1,0,0,1836,2,1,45,85,85,1,0,44,493,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,87,4488,212,100,9,3,70,0,0,False,False,False,False,False
117,"",0,"",0,0,1,0,0,1894,2,1,45,15,70,1,0,46,319,"SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,-1,0,0,100,9,3,60,0,0,True,False,False,False,False
118,"",0,"",0,0,1,0,0,1995,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,0,0,100,9,3,70,0,0,True,False,False,False,False
119,"",0,"",0,0,1,0,0,1953,2,1,45,15,70,1,2,28,483,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,-1,0,0,90,9,3,50,0,0,False,False,False,False,False
120,"",0,"",0,0,1,0,0,1952,2,0,45,15,15,0,0,5,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,-1,0,0,65,0,0,100,0,0,False,False,False,False,False
121,"魔导猎手",0,"",0,0,1,0,0,2298,2,1,45,0,15,1,2,0,319,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,0,0,0,88,4489,4,100,0,0,70,0,0,False,False,False,False,False
122,"斗狮",0,"",0,0,1,0,0,1725,2,1,45,70,50,1,2,8,319,"SE_Bt_Etc_LionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LionBye",20,10,False,True,0,0,0,0,89,4490,13,150,13,4,70,0,0,False,False,False,False,False
123,"斗熊",0,"",0,0,1,0,0,718,2,1,45,15,70,1,2,9,319,"SE_Bt_Etc_KumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KumaBye",20,10,False,True,0,0,0,0,90,4491,14,65,12,3,70,0,0,False,False,False,False,False
124,"斗豹",0,"",0,0,1,0,0,2049,2,1,45,70,70,1,2,3,319,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CuahrBye",20,10,False,True,0,0,0,0,91,4492,7,60,0,0,60,0,0,False,False,False,False,False
125,"胡鹰",0,"",0,0,1,0,0,1894,2,1,45,15,70,1,0,46,319,"SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,92,4493,33,100,9,3,80,0,0,True,False,False,False,False
126,"老者",0,"",0,0,1,0,0,1713,2,1,45,15,85,1,2,47,534,"SE_Bt_Etc_JuraeibisWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_JuraeibisBye",20,10,False,True,0,0,0,0,93,4494,34,100,0,0,70,0,0,True,False,False,False,False
127,"兵团虎",0,"",0,0,1,0,0,2173,2,1,45,15,65,1,2,48,319,"SE_Bt_Etc_ToraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ToraBye",20,10,False,True,0,0,0,0,94,4495,35,100,0,0,70,0,0,False,False,False,False,False
128,"捕获的魔导装甲",0,"",0,0,1,0,0,2,2,0,45,0,15,0,0,0,121,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,65537,0,0,-1,0,0,77,0,0,70,0,27,False,False,False,False,False
129,"",0,"",0,0,1,0,0,1995,2,1,45,15,15,5,0,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,0,0,100,9,3,70,0,26,True,False,False,False,False
130,"伊克西翁",0,"",0,0,1,0,0,2061,2,1,45,70,85,1,2,49,319,"SE_Bt_Etc_IxionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IxionBye",20,20,False,True,0,0,0,0,97,4496,36,100,9,3,70,0,0,False,False,False,False,False
131,"",0,"",0,0,1,0,0,2095,2,0,45,15,15,0,0,0,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,0,0,30,0,0,100,0,28,False,False,False,True,True
132,"",0,"",0,0,1,0,0,2096,2,0,45,15,15,0,0,0,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,0,0,30,0,0,100,0,28,False,False,False,True,True
133,"梦幻神威",0,"",0,0,1,0,0,2116,2,1,45,85,85,1,0,44,505,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,99,8001,212,100,9,3,70,0,0,False,False,False,False,False
134,"",0,"",0,0,1,0,0,1658,2,1,45,15,70,1,2,9,319,"SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,-1,0,0,65,12,3,70,0,31,False,False,False,False,False
135,"风火轮",0,"",0,0,1,0,0,2030,2,1,45,15,15,1,2,50,637,"SE_Bt_Etc_FuukaNirinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FuukaNirinBye",0,20,False,True,0,0,0,0,98,4497,252,100,0,0,70,0,0,False,False,False,False,False
136,"斑鳐",0,"",0,0,1,0,0,2117,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,100,8003,38,30,9,3,70,0,30,True,True,False,False,False
137,"",0,"",0,0,1,0,0,2117,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,0,0,30,9,3,70,0,29,True,False,False,False,False
138,"海蓝宝石兽",0,"",0,0,1,0,0,2073,2,1,45,70,70,1,2,51,638,"SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,101,8004,39,120,0,0,50,0,0,False,False,False,False,False
139,"黄水晶宝石兽",0,"",0,0,1,0,0,2125,2,1,45,70,70,1,2,51,638,"SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,102,8005,39,120,0,0,50,0,0,False,False,False,False,False
140,"飞行座椅",0,"",0,0,1,0,0,2115,2,1,45,85,85,1,2,52,319,"SE_Bt_Etc_LanosceasofaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LanosceasofaBye",0,10,False,True,0,0,0,0,103,8006,30,100,0,0,70,0,0,True,False,False,False,False
141,"魔导复仇者骑乘型",0,"",0,0,1,0,0,2072,2,1,45,15,70,1,0,53,319,"SE_Bt_Etc_MekagoriraWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MekagoriraBye",20,10,False,True,0,0,0,0,104,8007,103,100,12,3,50,0,0,False,False,False,False,False
142,"叶大妖",0,"",0,0,1,0,0,2071,2,1,45,15,70,1,2,54,319,"SE_Bt_Etc_MarimokunWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MarimokunBye",20,10,False,True,0,0,0,0,105,8008,40,120,0,0,40,0,0,False,False,False,False,False
143,"赤兔马",0,"",0,0,1,0,0,2119,2,1,10,70,70,1,2,55,637,"SE_Bt_Etc_SekitobaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SekitobaBye",20,10,False,True,0,0,0,0,106,8009,202,100,5,0,55,0,0,False,False,False,False,False
144,"白帝神威",0,"",0,0,1,0,0,2167,2,1,45,85,85,1,0,44,536,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,107,8010,212,100,9,3,70,0,0,False,False,False,False,False
145,"拘束型魔导死亡爪",0,"",0,0,1,0,0,2118,2,1,45,70,70,1,2,0,319,"SE_Bt_Etc_DeathClawWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DeathClawBye",0,10,False,True,0,0,0,0,108,8011,4,100,0,0,50,0,0,True,False,False,False,False
146,"魔象",0,"",0,0,1,0,0,2074,2,1,45,70,15,1,0,0,319,"SE_Bt_Etc_ElephantWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ElephantBye",20,10,False,True,0,0,0,0,109,8012,15,100,9,3,60,0,38,False,True,False,False,False
147,"力气大的魔象",0,"",0,0,1,0,0,2074,2,1,45,70,15,1,0,0,319,"SE_Bt_Etc_ElephantWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ElephantBye",20,10,False,True,0,0,0,0,-1,0,0,100,9,3,60,0,37,False,False,False,False,False
148,"真狮鹫",0,"",0,0,1,0,0,2191,2,1,45,70,60,1,2,20,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,110,8013,17,60,9,3,60,0,36,False,True,False,False,False
149,"真狮鹫",0,"",0,0,1,0,0,2191,2,1,45,70,60,1,2,20,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,-1,0,0,60,9,3,60,0,35,False,False,False,False,False
150,"暴龙",0,"",0,0,1,0,0,2126,2,1,45,30,30,1,2,56,319,"SE_Bt_Etc_TRexWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TRexBye",20,20,False,True,0,0,0,0,111,8016,15,100,0,0,60,0,0,False,False,False,False,False
151,"雷迦利亚G型",0,"",0,0,1,0,0,2135,2,1,45,85,85,1,2,57,614,"SE_Bt_Etc_CarWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CarBye",0,10,False,True,0,0,0,0,112,8038,108,100,0,0,70,3,0,False,False,False,False,False
152,"飞天半心椅（右）",0,"",0,0,1,0,0,2179,2,1,45,85,85,1,2,41,319,"SE_Bt_Etc_RightHeartWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RightHeartBye",0,10,False,True,0,0,0,0,113,8014,31,100,0,0,70,0,0,True,False,False,False,False
153,"飞天半心椅（左）",0,"",0,0,1,0,0,2180,2,1,45,85,85,1,2,41,319,"SE_Bt_Etc_RightHeartWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RightHeartBye",0,10,False,True,0,0,0,0,114,8015,30,100,0,0,70,0,0,True,False,False,False,False
154,"提丰老师",0,"",0,0,1,0,0,2175,2,1,45,15,15,1,2,58,319,"SE_Bt_Etc_TyuponeWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TyuponeBye",20,20,False,True,0,0,0,0,115,8036,43,100,0,0,70,0,0,True,False,False,False,False
155,"",0,"",0,0,1,0,0,2175,2,1,45,15,15,1,2,58,319,"SE_Bt_Etc_TyuponeWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TyuponeBye",20,20,False,True,0,0,0,0,-1,0,0,100,0,0,70,0,34,False,False,False,False,False
156,"空军装甲",0,"",0,0,1,0,0,2174,2,1,45,70,70,6,2,59,535,"SE_Bt_Etc_AirForceWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AirForceBye",0,10,False,True,0,0,0,0,116,8017,104,100,0,0,50,0,0,True,False,False,False,False
157,"",0,"",0,0,1,0,0,2174,2,1,45,70,70,6,2,59,319,"SE_Bt_Etc_AirForceWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AirForceBye",0,10,False,True,0,0,0,0,-1,0,0,100,0,0,50,0,0,False,False,False,False,False
158,"幽夜神威",0,"",0,0,1,0,0,2195,2,1,45,85,85,1,0,44,552,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,117,8027,212,100,9,3,70,0,0,False,False,False,False,False
159,"渡渡鸟",0,"",0,0,1,0,0,2194,2,1,45,15,70,1,2,61,319,"SE_Bt_Etc_DodoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DodoBye",20,10,False,True,0,0,0,0,118,8022,41,100,0,0,50,0,0,False,False,False,False,False
160,"须鲸",0,"",0,0,1,0,0,2176,2,1,45,15,15,1,2,0,638,"SE_Bt_Etc_KujiraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KujiraBye",20,10,False,True,0,0,0,0,119,8019,42,100,0,0,70,1,0,True,False,False,False,False
161,"火龙",0,"",0,0,1,0,0,2257,2,1,45,15,70,1,2,62,564,"SE_Bt_Etc_NIKUBossWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NIKUBossBye",20,10,False,True,0,0,0,0,120,8025,255,100,0,0,50,0,0,False,False,False,False,False
162,"魔导运输器",0,"",0,0,1,0,0,2258,2,1,45,15,15,1,2,63,319,"SE_Bt_Etc_HakaseIsuWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HakaseIsuBye",0,10,False,True,0,0,0,0,121,8023,31,100,0,0,50,0,0,True,False,False,False,False
163,"原型运输器",0,"",0,0,1,0,0,2307,2,1,45,15,15,1,2,63,319,"SE_Bt_Etc_HakaseIsuWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HakaseIsuBye",0,10,False,True,0,0,0,0,122,8024,31,100,0,0,50,0,0,True,False,False,False,False
164,"巨鲶鱼神轿",0,"",0,0,1,0,0,2202,2,1,45,15,15,1,2,70,570,"SE_Bt_Etc_NamazuoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NamazuoBye",20,10,False,False,0,0,0,0,123,8018,105,100,0,0,50,0,41,False,True,False,False,False
165,"",0,"",0,0,1,0,0,2202,2,1,45,15,15,1,2,70,570,"SE_Bt_Etc_NamazuoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NamazuoBye",20,10,False,False,0,0,0,0,-1,0,0,100,0,0,50,0,40,False,False,False,False,False
166,"绝地",0,"",0,0,1,0,0,2304,2,1,10,70,70,1,2,64,565,"SE_Bt_Etc_SekitobaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SekitobaBye",20,10,False,True,0,0,0,0,124,8026,202,100,0,0,55,0,0,False,False,False,False,False
167,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
168,"护送系统",0,"",0,0,1,0,0,2306,2,1,45,15,15,1,0,16,121,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,False,True,0,0,0,0,126,8020,100,100,12,4,100,0,9,True,True,False,False,False
169,"",0,"",0,0,1,0,0,1952,2,0,45,15,15,0,0,5,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,-1,0,0,65,0,0,100,0,0,False,False,False,False,False
170,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
171,"猫大胖",0,"",0,0,1,0,0,2312,2,1,45,70,70,1,2,66,638,"SE_Bt_Etc_DebuNekoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DebuNekoBye",20,10,False,True,0,0,0,0,129,8029,252,120,9,3,50,0,0,False,False,False,False,False
172,"朱焰神威",0,"",0,0,1,0,0,2359,2,1,45,85,85,1,0,44,588,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,130,8030,212,100,9,3,70,0,0,False,False,False,False,False
173,"欧米茄",0,"",0,0,1,0,0,2360,2,1,45,15,15,3,4,67,589,"SE_Bt_Etc_OmegaWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_OmegaBye",0,10,False,True,0,0,0,0,131,8031,107,100,9,3,70,0,0,False,False,False,False,False
174,"魔导浮空装甲",0,"",0,0,1,0,0,2362,2,1,45,15,15,1,2,68,319,"SE_Bt_Etc_SyumitWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_SyumitBye",0,10,False,True,0,0,0,0,132,8032,4,100,9,3,70,0,0,True,False,False,False,False
175,"魔法飞毯",0,"",0,0,1,0,0,2340,2,1,45,15,15,1,2,0,637,"SE_Bt_Etc_JuutanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_JuutanBye",0,10,False,True,0,0,0,0,136,8047,252,100,0,0,60,0,0,True,False,False,False,False
176,"魔导机车大魔",0,"",0,0,1,0,0,2361,2,1,45,15,15,1,2,71,319,"SE_Bt_Etc_MagunarodersWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MagunarodersBye",20,10,False,True,0,0,0,0,133,8033,4,100,0,0,70,0,0,False,False,False,False,False
177,"黑色胖陆行鸟",0,"",0,0,1,0,0,2385,2,2,45,0,15,1,0,0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,134,8034,2,100,0,0,70,0,0,False,False,False,False,False
178,"火巨人",0,"",0,0,1,0,0,2437,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_FireIetyWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FireIetyBye",15,9,False,True,0,0,0,0,135,8037,44,100,0,0,60,0,0,False,False,False,False,False
179,"改良型魔导机车大魔",0,"",0,0,1,0,0,2467,2,1,45,15,15,1,2,71,319,"SE_Bt_Etc_MagunarodersWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MagunarodersBye",20,10,False,True,0,0,0,0,137,8039,4,100,0,0,70,0,0,False,False,False,False,False
180,"帝王仙人刺",0,"",0,0,1,0,0,2406,2,1,45,15,15,1,2,73,319,"SE_Bt_Etc_SabotenderWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SabotenderBye",20,10,False,True,0,0,0,0,138,8040,46,100,9,3,50,0,0,False,False,False,False,False
181,"九尾神威",0,"",0,0,1,0,0,2526,2,1,45,15,70,1,2,17,636,"SE_Bt_Etc_KyuubiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KyuubiBye",20,10,False,True,0,0,0,0,139,8041,213,65,0,6,70,0,0,False,False,False,False,False
182,"青君神威",0,"",0,0,1,0,0,2452,2,1,45,85,85,1,0,44,635,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,140,8042,212,100,9,3,70,0,0,False,False,False,False,False
183,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
